stopwords_removed,2-gram
"['anjinkada', 'atur', 'gold', 'masuk', 'diamondmana', 'musuh', 'diamond', 'semua', 'd', 'goldlogikanya', 'pay', 'win', 'anjinkkagak', 'imbang', 'babi', 'rusak', 'jangan', 'selalu', 'bilang', 'cocok', 'masinghalah', 'bacot', 'doangkami', 'bukan', 'lo', 'developer']","['anjinkada_atur', 'anjinkkagak_imbang', 'atur_gold', 'babi_rusak', 'bacot_doangkami', 'bilang_cocok', 'bukan_lo', 'cocok_masinghalah', 'diamond_semua', 'diamondmana_musuh', 'doangkami_bukan', 'gold_masuk', 'goldlogikanya_pay', 'imbang_babi', 'jangan_selalu', 'lo_developer', 'masinghalah_bacot', 'masuk_diamondmana', 'musuh_diamond', 'pay_win', 'rusak_jangan', 'selalu_bilang', 'semua_goldlogikanya', 'win_anjinkkagak']"
"['mantap', 'seru']",['mantap_seru']
"['jembot', 'noob', 'kadang', 'buta', 'kadang', 'jg', 'ketemu', 'mabar', 'enak', 'jg', 'benar', 'kadang', 'satuin', 'bot', 'pula', 'jembot']","['benar_kadang', 'bot_pula', 'buta_kadang', 'enak_jg', 'jembot_noob', 'jg_benar', 'jg_ketemu', 'kadang_buta', 'kadang_jg', 'kadang_satuin', 'ketemu_mabar', 'mabar_enak', 'noob_kadang', 'pula_jembot', 'satuin_bot']"
['jelas'],[]
"['bagus', 'segi', 'skin', 'item', 'dll', 'moga', 'developer', 'ide', 'ide', 'baru', 'baru', 'dll', 'biar', 'salah', 'satu', 'dg', 'paling', 'gerguna', 'niru', 'bintang', 'anggota', 'developer', 'lain', 'terimakasih']","['anggota_developer', 'bagus_segi', 'baru_baru', 'baru_dll', 'biar_salah', 'bintang_anggota', 'developer_ide', 'developer_lain', 'dg_paling', 'dll_biar', 'dll_moga', 'gerguna_niru', 'ide_baru', 'ide_ide', 'item_dll', 'lain_terimakasih', 'moga_developer', 'niru_bintang', 'paling_gerguna', 'salah_satu', 'satu_dg', 'segi_skin', 'skin_item']"
"['games', 'bagus', 'keluh', 'masalah', 'selalu', 'lot', 'log', 'tolong', 'baik']","['bagus_keluh', 'games_bagus', 'keluh_masalah', 'log_tolong', 'lot_log', 'masalah_selalu', 'selalu_lot', 'tolong_baik']"
"['sekian', 'benarbenar', 'kecewa', 'bukan', 'seru', 'tetapi', 'stres', 'panjang', 'alas', 'cocok', 'antara', 'ranked', 'peak', 'turnamen', 'imbang', 'pihak', 'bilang', 'sudah', 'sesuai', 'sesuai', 'harap', 'playernya', 'derita', 'benarbenar', 'paling', 'parah', 'peak', 'turnamen', 'imbang', 'benarbenar', 'kecewa']","['alas_cocok', 'antara_ranked', 'benarbenar_kecewa', 'benarbenar_paling', 'bilang_sudah', 'bukan_seru', 'cocok_antara', 'derita_benarbenar', 'harap_playernya', 'imbang_benarbenar', 'imbang_pihak', 'kecewa_bukan', 'paling_parah', 'panjang_alas', 'parah_peak', 'peak_turnamen', 'pihak_bilang', 'playernya_derita', 'ranked_peak', 'sekian_benarbenar', 'seru_tetapi', 'sesuai_harap', 'sesuai_sesuai', 'stres_panjang', 'sudah_sesuai', 'tetapi_stres', 'turnamen_imbang']"
"['bro', 'bagaimana', 'nomor', 'hape', 'akun', 'level', 'taut', 'nomor', 'hape', 'akun', 'gimana', 'kendala', 'hal', 'sebut']","['akun_gimana', 'akun_level', 'bagaimana_nomor', 'bro_bagaimana', 'gimana_kendala', 'hal_sebut', 'hape_akun', 'kendala_hal', 'level_taut', 'nomor_hape', 'taut_nomor']"
"['ho', 'iya', 'kenapa', 'burung', 'gold', 'len', 'paun', 'spaun', 'uda', 'matiin', 'paun', 'nyelesain', 'tutorial', 'burung', 'vinik', 'ka', 'paun', 'spaun', 'kanapaya', 'per', 'baikin']","['burung_gold', 'burung_vinik', 'gold_len', 'ho_iya', 'iya_kenapa', 'ka_paun', 'kanapaya_per', 'kenapa_burung', 'len_paun', 'matiin_paun', 'nyelesain_tutorial', 'paun_nyelesain', 'paun_spaun', 'per_baikin', 'spaun_kanapaya', 'spaun_uda', 'tutorial_burung', 'uda_matiin', 'vinik_ka']"
"['makin', 'up', 'makin', 'sulit', 'mana', 'baru', 'ajar']","['baru_ajar', 'makin_sulit', 'makin_up', 'mana_baru', 'sulit_mana', 'up_makin']"
"['tindak', 'lanjut', 'hadap', 'laku', 'trolling', 'mulai', 'point', 'tetap', 'kurang', 'jika', 'jalan', 'yakin', 'banyak', 'tahan', 'tanggap', 'guna']","['banyak_tahan', 'hadap_laku', 'jalan_yakin', 'jika_jalan', 'kurang_jika', 'laku_trolling', 'lanjut_hadap', 'mulai_point', 'point_tetap', 'tahan_tanggap', 'tanggap_guna', 'tetap_kurang', 'tindak_lanjut', 'trolling_mulai', 'yakin_banyak']"
['keren'],[]
['mamtul'],[]
['oke'],[]
"['ancur', 'nyoba', 'nyoba', 'emosi']","['ancur_nyoba', 'nyoba_emosi', 'nyoba_nyoba']"
['suka'],[]
['oke'],[]
['keren'],[]
"['very', 'good']",['very_good']
['sampah'],[]
['adita'],[]
"['habis', 'update', 'framedrop', 'snapdragon', 'elite', 'bayangin', 'powerfull', 'ngeframe', 'sampai', 'fps', 'otak', 'sial']","['bayangin_powerfull', 'elite_bayangin', 'fps_otak', 'framedrop_snapdragon', 'habis_update', 'ngeframe_sampai', 'otak_sial', 'powerfull_ngeframe', 'sampai_fps', 'snapdragon_elite', 'update_framedrop']"
"['seru', 'banget']",['seru_banget']
"['jelek', 'upadate', 'banyak', 'bug']","['banyak_bug', 'jelek_upadate', 'upadate_banyak']"
"['bagus', 'bageut', 'co', 'seru']","['bageut_co', 'bagus_bageut', 'co_seru']"
"['kil', 'banyak', 'mvp', 'mati', 'banyak', 'kil', 'mvp', 'jelas']","['banyak_kil', 'banyak_mvp', 'kil_banyak', 'kil_mvp', 'mati_banyak', 'mvp_jelas', 'mvp_mati']"
"['iklan', 'darah', 'tinggi']","['darah_tinggi', 'iklan_darah']"
"['spike', 'iklan', 'ganggu', 'sumpah', 'iklan', 'pasti', 'kalah']","['ganggu_sumpah', 'iklan_ganggu', 'iklan_pasti', 'pasti_kalah', 'spike_iklan', 'sumpah_iklan']"
[],[]
"['banyak', 'ngikutin', 'aov', 'plagiat', 'kah']","['aov_plagiat', 'banyak_ngikutin', 'ngikutin_aov', 'plagiat_kah']"
"['tu', 'latih', 'masuk', 'lebih', 'hard']","['latih_masuk', 'lebih_hard', 'masuk_lebih', 'tu_latih']"
"['pelit', 'matchnya', 'kurang', 'bagus', 'banget', 'bagi', 'susah', 'kadang', 'kadang', 'kadang', 'menang', 'kadang', 'kalah', 'kalah', 'kira', 'satu', 'dua', 'tiga', 'sampai', 'lebih', 'kadang', 'master', 'nyoba', 'diranked', 'mikir', 'gimana', 'kira', 'bintang', 'kurang', 'kalah', 'salah', 'besar', 'jangan', 'pernah', 'nyoba', 'diranked', 'simulasi', 'mikirlah', 'siapa']","['bagi_susah', 'bagus_banget', 'banget_bagi', 'besar_jangan', 'bintang_kurang', 'diranked_mikir', 'diranked_simulasi', 'dua_tiga', 'gimana_kira', 'jangan_pernah', 'kadang_kadang', 'kadang_kalah', 'kadang_master', 'kadang_menang', 'kalah_kalah', 'kalah_kira', 'kalah_salah', 'kira_bintang', 'kira_satu', 'kurang_bagus', 'kurang_kalah', 'lebih_kadang', 'master_nyoba', 'matchnya_kurang', 'menang_kadang', 'mikir_gimana', 'mikirlah_siapa', 'nyoba_diranked', 'pelit_matchnya', 'pernah_nyoba', 'salah_besar', 'sampai_lebih', 'satu_dua', 'simulasi_mikirlah', 'susah_kadang', 'tiga_sampai']"
"['wei', 'ngotak', 'sedikit', 'masa', 'range', 'gold', 'lawan', 'ngga', 'ngotak', 'temn', 'bego', 'iya', 'lama', 'baru', 'donlod', 'lawa', 'gila']","['baru_donlod', 'bego_iya', 'donlod_lawa', 'gold_lawan', 'iya_lama', 'lama_baru', 'lawa_gila', 'lawan_ngga', 'masa_range', 'ngga_ngotak', 'ngotak_sedikit', 'ngotak_temn', 'range_gold', 'sedikit_masa', 'temn_bego', 'wei_ngotak']"
['bagus'],[]
['bagus'],[]
"['seru', 'banget', 'mirip', 'legends', 'mudah', 'banget', 'maininnya', 'bagus', 'bagus', 'pentakill', 'nyaa']","['bagus_bagus', 'bagus_pentakill', 'banget_maininnya', 'banget_mirip', 'legends_mudah', 'maininnya_bagus', 'mirip_legends', 'mudah_banget', 'pentakill_nyaa', 'seru_banget']"
"['tolong', 'baik', 'biar', 'force', 'close']","['baik_biar', 'biar_force', 'force_close', 'tolong_baik']"
"['jawab', 'ngehabis', 'kuota', 'mana', 'banyak', 'ngehabis', 'kuota', 'bocil']","['banyak_ngehabis', 'jawab_ngehabis', 'kuota_bocil', 'kuota_mana', 'mana_banyak', 'ngehabis_kuota']"
"['musik', 'tema', 'aneh', 'nyambung', 'musik', 'tema', 'lain', 'tambahin', 'baru', 'jangan', 'bosen']","['aneh_nyambung', 'baru_jangan', 'jangan_bosen', 'lain_tambahin', 'musik_tema', 'nyambung_musik', 'tambahin_baru', 'tema_aneh', 'tema_lain']"
"['grafik', 'bagus', 'bangat']","['bagus_bangat', 'grafik_bagus']"
"['kalah', 'turun', 'turun', 'trs', 'mana', 'gitu', 'banget', 'bkn', 'kesel']","['banget_bkn', 'bkn_kesel', 'gitu_banget', 'kalah_turun', 'mana_gitu', 'trs_mana', 'turun_trs', 'turun_turun']"
"['ketemu', 'musuh', 'jago', 'banget', 'kecil']","['banget_kecil', 'jago_banget', 'ketemu_musuh', 'musuh_jago']"
['baru'],[]
"['bagus', 'tarik', 'keren', 'legends', 'gila', 'jelek']","['bagus_tarik', 'gila_jelek', 'keren_legends', 'legends_gila', 'tarik_keren']"
"['ngerti', 'season', 'kasi', 'ngetrol', 'roam', 'daji', 'lahh', 'segala', 'macam']","['daji_lahh', 'kasi_ngetrol', 'lahh_segala', 'ngerti_season', 'ngetrol_roam', 'roam_daji', 'season_kasi', 'segala_macam']"
['peler'],[]
['terimakasih'],[]
"['tolong', 'baik', 'bugnya', 'contoh', 'file', 'skin', 'hilang', 'sudah', 'skinnya', 'sperti', 'skin', 'guiguzi', 'jjk', 'skin', 'mayene', 'food', 'fodie', 'spend', 'token', 'akhir', 'tanggap', 'moga', 'file', 'ski', 'cepat']","['akhir_tanggap', 'baik_bugnya', 'bugnya_contoh', 'contoh_file', 'file_ski', 'file_skin', 'fodie_spend', 'food_fodie', 'guiguzi_jjk', 'hilang_sudah', 'jjk_skin', 'mayene_food', 'moga_file', 'ski_cepat', 'skin_guiguzi', 'skin_hilang', 'skin_mayene', 'skinnya_sperti', 'spend_token', 'sperti_skin', 'sudah_skinnya', 'tanggap_moga', 'token_akhir', 'tolong_baik']"
['ycca'],[]
"['tolong', 'optimasi', 'minimal', 'grafik', 'rendah', 'bahkan', 'rata', 'kiri', 'msih', 'suka', 'panas', 'framedrop', 'emng', 'mid', 'low', 'cuma', 'msih', 'usaha', 'tahan', 'digame', 'minimal', 'masa', 'gugur']","['bahkan_rata', 'cuma_msih', 'digame_minimal', 'emng_mid', 'framedrop_emng', 'grafik_rendah', 'kiri_msih', 'low_cuma', 'masa_gugur', 'mid_low', 'minimal_grafik', 'minimal_masa', 'msih_suka', 'msih_usaha', 'optimasi_minimal', 'panas_framedrop', 'rata_kiri', 'rendah_bahkan', 'suka_panas', 'tahan_digame', 'tolong_optimasi', 'usaha_tahan']"
"['mohon', 'maaf', 'delovoper', 'king', 'guna', 'wifi', 'tetapi', 'pilih', 'suruh', 'tunggu', 'tunggu', 'sudah', 'selesai', 'tetapi', 'masuk', 'tolong', 'jika', 'bug', 'segera', 'benar', 'reputasi', 'turun', 'jujur', 'seru']","['benar_reputasi', 'bug_segera', 'delovoper_king', 'guna_wifi', 'jika_bug', 'jujur_seru', 'king_guna', 'maaf_delovoper', 'masuk_tolong', 'mohon_maaf', 'pilih_suruh', 'reputasi_turun', 'segera_benar', 'selesai_tetapi', 'sudah_selesai', 'suruh_tunggu', 'tetapi_masuk', 'tetapi_pilih', 'tolong_jika', 'tunggu_sudah', 'tunggu_tunggu', 'turun_jujur', 'wifi_tetapi']"
"['beri', 'bintang']",['beri_bintang']
"['bagus', 'banget']",['bagus_banget']
"['server', 'coba', 'lihat', 'komentar', 'chandra', 'chan', 'total', 'e', 'gb', 'sudah', 'bukti', 'komentar', 'chandra', 'chan', 'suka', 'banget', 'tsb', 'kuota', 'seluler', 'capai', 'segitu', 'besar', 'wifi', 'seluler', 'mengunakan', 'gigabyte', 'wifi', 'lot']","['banget_tsb', 'besar_wifi', 'bukti_komentar', 'capai_segitu', 'chan_suka', 'chan_total', 'chandra_chan', 'coba_lihat', 'gb_sudah', 'gigabyte_wifi', 'komentar_chandra', 'kuota_seluler', 'lihat_komentar', 'mengunakan_gigabyte', 'segitu_besar', 'seluler_capai', 'seluler_mengunakan', 'server_coba', 'sudah_bukti', 'suka_banget', 'total_gb', 'tsb_kuota', 'wifi_lot', 'wifi_seluler']"
"['buruk', 'kopi', 'bang', 'bang', 'gacocok', 'king', 'kingnya', 'elo', 'raja', 'tuhan', 'tuhan', 'allah', 'swt']","['allah_swt', 'bang_bang', 'bang_gacocok', 'buruk_kopi', 'elo_raja', 'gacocok_king', 'king_kingnya', 'kingnya_elo', 'kopi_bang', 'raja_tuhan', 'tuhan_allah', 'tuhan_tuhan']"
"['mending', 'genshin']",['mending_genshin']
[],[]
"['buruk', 'matchnya', 'ajg', 'stres', 'banyak', 'mula', 'baru', 'banget', 'sementara', 'musuh', 'veteran', 'semua', 'peak', 'nyaman', 'banget', 'gimana', 'solusi']","['ajg_stres', 'banget_gimana', 'banget_sementara', 'banyak_mula', 'baru_banget', 'buruk_matchnya', 'gimana_solusi', 'matchnya_ajg', 'mula_baru', 'musuh_veteran', 'nyaman_banget', 'peak_nyaman', 'sementara_musuh', 'semua_peak', 'stres_banyak', 'veteran_semua']"
"['mohon', 'baik', 'pakek', 'wifi', 'sinyal', 'merah', 'nanti', 'klok', 'sudah', 'setabil', 'tambah', 'bintang']","['baik_pakek', 'klok_sudah', 'merah_nanti', 'mohon_baik', 'nanti_klok', 'pakek_wifi', 'setabil_tambah', 'sinyal_merah', 'sudah_setabil', 'tambah_bintang', 'wifi_sinyal']"
"['update', 'lag', 'belum', 'lancar']","['belum_lancar', 'lag_belum', 'update_lag']"
"['bagus', 'namun', 'mb', 'besar', 'tolong', 'mb', 'kurang']","['bagus_namun', 'besar_tolong', 'mb_besar', 'mb_kurang', 'namun_mb', 'tolong_mb']"
['seru'],[]
"['tolong', 'baik', 'gm', 'full', 'master', 'sampah', 'banget', 'kagak', 'jelas']","['baik_gm', 'banget_kagak', 'full_master', 'gm_full', 'kagak_jelas', 'master_sampah', 'sampah_banget', 'tolong_baik']"
"['kuat', 'anj']",['kuat_anj']
"['bagus', 'kucing', 'imut', 'banget', 'bintang', 'lima']","['bagus_kucing', 'banget_bintang', 'bintang_lima', 'imut_banget', 'kucing_imut']"
"['kapan', 'collab', 'demon', 'slayer', 'music', 'entrance', 'infinity', 'castle']","['collab_demon', 'demon_slayer', 'entrance_infinity', 'infinity_castle', 'kapan_collab', 'music_entrance', 'slayer_music']"
"['lumayan', 'mantap']",['lumayan_mantap']
"['adil', 'setting', 'banyak', 'kalah', 'kompak', 'sedang', 'musuh', 'kompak', 'rusak']","['adil_setting', 'banyak_kalah', 'kalah_kompak', 'kompak_rusak', 'kompak_sedang', 'musuh_kompak', 'sedang_musuh', 'setting_banyak']"
['tiru'],[]
"['enak', 'banget', 'sumpah', 'no', 'tipu', 'tipu']","['banget_sumpah', 'enak_banget', 'no_tipu', 'sumpah_no', 'tipu_tipu']"
['bagus'],[]
"['baru', 'pelit', 'bagi', 'skin', 'gerat']","['bagi_skin', 'baru_pelit', 'pelit_bagi', 'skin_gerat']"
"['bagus', 'banget']",['bagus_banget']
['gacor'],[]
"['lain', 'feeder', 'b', 'jelas', 'mati', 'salah']","['feeder_jelas', 'jelas_mati', 'lain_feeder', 'mati_salah']"
"['pernah', 'seru', 'banget', 'bahkan', 'lawan', 'banyak', 'musuh']","['bahkan_lawan', 'banget_bahkan', 'banyak_musuh', 'lawan_banyak', 'pernah_seru', 'seru_banget']"
"['developer', 'semangat', 'kembang', 'sekin', 'gerat', 'hemm', 'oh', 'iya', 'matchamaking', 'terimakasih', 'nyata', 'benar', 'teman', 'lebih', 'seru', 'bosan', 'agak', 'sepi', 'hem', 'sepi', 'dalam', 'gelap', 'hemm', 'moga', 'developer', 'beri', 'sekin', 'gerat', 'limpah', 'makin', 'semangat', 'hehehe', 'gimana', 'tolong', 'atas', 'baik']","['agak_sepi', 'atas_baik', 'benar_teman', 'beri_sekin', 'bosan_agak', 'dalam_gelap', 'developer_beri', 'developer_semangat', 'gelap_hemm', 'gerat_hemm', 'gerat_limpah', 'gimana_tolong', 'hehehe_gimana', 'hem_sepi', 'hemm_moga', 'hemm_oh', 'iya_matchamaking', 'kembang_sekin', 'lebih_seru', 'limpah_makin', 'makin_semangat', 'matchamaking_terimakasih', 'moga_developer', 'nyata_benar', 'oh_iya', 'sekin_gerat', 'semangat_hehehe', 'semangat_kembang', 'sepi_dalam', 'sepi_hem', 'seru_bosan', 'teman_lebih', 'terimakasih_nyata', 'tolong_atas']"
"['tetap', 'keluar', 'paksa', 'dalam', 'tanding', 'kena', 'report', 'afk', 'parah', 'jelas', 'banget', 'saran', 'grafik', 'sudah', 'rendah', 'tetap', 'benar', 'coba', 'teman', 'bagus', 'tetap', 'begini', 'paksa', 'keluar', 'dalam', 'tanding', 'lebih', 'parah', 'walaupun', 'cash', 'pernah', 'keluar', 'paksa', 'dalam', 'sebut', 'kecewa', 'butuh', 'bukti', 'ss', 'akhir', 'keluar', 'paksa', 'dalam', 'tanding', 'kena', 'report']","['afk_parah', 'akhir_keluar', 'bagus_tetap', 'banget_saran', 'begini_paksa', 'benar_coba', 'bukti_ss', 'butuh_bukti', 'cash_pernah', 'coba_teman', 'dalam_sebut', 'dalam_tanding', 'grafik_sudah', 'jelas_banget', 'kecewa_butuh', 'keluar_dalam', 'keluar_paksa', 'kena_report', 'lebih_parah', 'paksa_dalam', 'paksa_keluar', 'parah_jelas', 'parah_walaupun', 'pernah_keluar', 'rendah_tetap', 'report_afk', 'saran_grafik', 'sebut_kecewa', 'ss_akhir', 'sudah_rendah', 'tanding_kena', 'tanding_lebih', 'teman_bagus', 'tetap_begini', 'tetap_benar', 'tetap_keluar', 'walaupun_cash']"
"['jangan', 'mula', 'semua']","['jangan_mula', 'mula_semua']"
['suka'],[]
"['halah', 'tiru', 'dasar', 'buruk', 'moga', 'mati']","['buruk_moga', 'dasar_buruk', 'halah_tiru', 'moga_mati', 'tiru_dasar']"
"['seru', 'bang', 'et']","['bang_et', 'seru_bang']"
['bagus'],[]
"['lostreak', 'ganti']",['lostreak_ganti']
['bagus'],[]
"['iklan', 'nyenggol', 'kualitas', 'bgus', 'amat', 'diupdate', 'lobby', 'mlu', 'urusin', 'noh', 'sudah', 'update', 'gaguna', 'lag', 'mending', 'dri', 'pda', 'jangan', 'didownload', 'guyss']","['amat_diupdate', 'bgus_amat', 'didownload_guyss', 'diupdate_lobby', 'dri_pda', 'gaguna_lag', 'iklan_nyenggol', 'jangan_didownload', 'kualitas_bgus', 'lag_mending', 'lobby_mlu', 'mending_dri', 'mlu_urusin', 'noh_sudah', 'nyenggol_kualitas', 'pda_jangan', 'sudah_update', 'update_gaguna', 'urusin_noh']"
"['keren', 'log', 'sebentar', 'tiktok']","['keren_log', 'log_sebentar', 'sebentar_tiktok']"
"['bagus', 'banget', 'walau', 'niru']","['bagus_banget', 'banget_walau', 'walau_niru']"
['mantap'],[]
"['ukur', 'kecil', 'minimal', 'tambah', 'otomatis', 'skin', 'efek', 'animasi', 'butuh', 'hilang']","['animasi_butuh', 'butuh_hilang', 'efek_animasi', 'kecil_minimal', 'minimal_tambah', 'otomatis_skin', 'skin_efek', 'tambah_otomatis', 'ukur_kecil']"
"['seru', 'sayang', 'niru']","['sayang_niru', 'seru_sayang']"
"['bagus', 'lebih', 'bagus', 'bintang', 'lebih', 'kembang']","['bagus_bintang', 'bagus_lebih', 'bintang_lebih', 'lebih_bagus', 'lebih_kembang']"
"['grafik', 'sudah', 'bagus', 'skin', 'bagus', 'suka']","['bagus_skin', 'bagus_suka', 'grafik_sudah', 'skin_bagus', 'sudah_bagus']"
['bagus'],[]
"['tiga', 'nanti', 'nyesel', 'takut', 'musuh', 'musuh', 'suka', 'keroyokan']","['musuh_musuh', 'musuh_suka', 'nanti_nyesel', 'nyesel_takut', 'suka_keroyokan', 'takut_musuh', 'tiga_nanti']"
['bagus'],[]
"['bagus', 'lahh']",['bagus_lahh']
"['drop', 'fps', 'update', 'banding', 'belum', 'update', 'fps', 'stabil', 'mohon', 'optimalisasi']","['banding_belum', 'belum_update', 'drop_fps', 'fps_stabil', 'fps_update', 'mohon_optimalisasi', 'stabil_mohon', 'update_banding', 'update_fps']"
"['baik', 'mact', 'tolong', 'baik']","['baik_mact', 'mact_tolong', 'tolong_baik']"
['sukah'],[]
['ngebug'],[]
"['enk', 'banget', 'karakter', 'bagus']","['banget_karakter', 'enk_banget', 'karakter_bagus']"
['bagus'],[]
"['sumpaahh', 'seru', 'pwwool', 'aaik', 'karakter', 'lucu', 'cantik', 'ganteng', 'kuat', 'pula', 'cocok', 'mula', 'mb', 'banyak', 'lag', 'pliss', 'mb', 'turunin', 'biar', 'makin', 'suka', 'terimakasih', 'sudah', 'suka']","['aaik_karakter', 'banyak_lag', 'biar_makin', 'cantik_ganteng', 'cocok_mula', 'ganteng_kuat', 'karakter_lucu', 'kuat_pula', 'lag_pliss', 'lucu_cantik', 'makin_suka', 'mb_banyak', 'mb_turunin', 'mula_mb', 'pliss_mb', 'pula_cocok', 'pwwool_aaik', 'seru_pwwool', 'sudah_suka', 'suka_terimakasih', 'sumpaahh_seru', 'terimakasih_sudah', 'turunin_biar']"
"['lebih', 'bagus']",['lebih_bagus']
['keren'],[]
"['baru', 'nich']",['baru_nich']
"['bagus', 'but', 'rekomend', 'patah', 'patah']","['bagus_but', 'but_rekomend', 'patah_patah', 'rekomend_patah']"
"['bagus', 'banget', 'banyak', 'skin', 'skin', 'bagus', 'lebih', 'nomor', 'indonesia']","['bagus_banget', 'bagus_lebih', 'banget_banyak', 'banyak_skin', 'lebih_nomor', 'nomor_indonesia', 'skin_bagus', 'skin_skin']"
"['suka', 'semenjak', 'instal', 'lama', 'suara', 'hilang', 'kuat', 'kebel', 'sendiri', 'kumpulin', 'skin', 'tolong', 'baik']","['hilang_kuat', 'instal_lama', 'kebel_sendiri', 'kuat_kebel', 'kumpulin_skin', 'lama_suara', 'semenjak_instal', 'sendiri_kumpulin', 'skin_tolong', 'suara_hilang', 'suka_semenjak', 'tolong_baik']"
"['seru', 'banget']",['seru_banget']
"['seru', 'gampang', 'menang', 'moga', 'tagih']","['gampang_menang', 'menang_moga', 'moga_tagih', 'seru_gampang']"
"['bagus', 'ukur', 'terlalu', 'besar', 'lebih', 'tolong', 'versi', 'gb', 'gb']","['bagus_ukur', 'besar_lebih', 'gb_gb', 'lebih_tolong', 'terlalu_besar', 'tolong_versi', 'ukur_terlalu', 'versi_gb']"
"['dancok', 'sinyal', 'lancar', 'fps', 'turun', 'sinyal', 'lag', 'fps', 'naik', 'tolol']","['dancok_sinyal', 'fps_naik', 'fps_turun', 'lag_fps', 'lancar_fps', 'naik_tolol', 'sinyal_lag', 'sinyal_lancar', 'turun_sinyal']"
"['play', 'lumayan', 'mirip', 'satu', 'kurang', 'yaitu', 'walupun', 'begus', 'tetetapi', 'tetap', 'lag', 'banyak', 'banget', 'loading', 'keluar', 'sendiri', 'bagaimana', 'play', 'tetap', 'bagus', 'bintang']","['bagaimana_play', 'bagus_bintang', 'banget_loading', 'banyak_banget', 'begus_tetetapi', 'keluar_sendiri', 'kurang_yaitu', 'lag_banyak', 'loading_keluar', 'lumayan_mirip', 'mirip_satu', 'play_lumayan', 'play_tetap', 'satu_kurang', 'sendiri_bagaimana', 'tetap_bagus', 'tetap_lag', 'tetetapi_tetap', 'walupun_begus', 'yaitu_walupun']"
"['seru', 'banget']",['seru_banget']
"['keren', 'bagus', 'mantap']","['bagus_mantap', 'keren_bagus']"
['seru'],[]
['tolol'],[]
"['admin', 'server', 'sial', 'cuma', 'satu', 'menang', 'bangst', 'kenapa', 'tolol', 'diamond', 'turun', 'gold', 'wajar', 'ajg', 'bug', 'harap', 'dinotice', 'sudah', 'terlalu']","['admin_server', 'ajg_bug', 'bangst_kenapa', 'bug_harap', 'cuma_satu', 'diamond_turun', 'dinotice_sudah', 'gold_wajar', 'harap_dinotice', 'kenapa_tolol', 'menang_bangst', 'satu_menang', 'server_sial', 'sial_cuma', 'sudah_terlalu', 'tolol_diamond', 'turun_gold', 'wajar_ajg']"
"['kenapa', 'season', 'musuh', 'jauh', 'lebih', 'baik', 'tanding', 'selalu', 'imbang']","['baik_tanding', 'jauh_lebih', 'kenapa_season', 'lebih_baik', 'musuh_jauh', 'season_musuh', 'selalu_imbang', 'tanding_selalu']"
"['minimal', 'kentang', 'dh', 'kuat', 'makanya', 'pensi', 'sorry', 'minimal', 'misal', 'anggap', 'jelek', 'maksud', 'agak', 'ringan']","['agak_ringan', 'anggap_jelek', 'dh_kuat', 'jelek_maksud', 'kentang_dh', 'kuat_makanya', 'makanya_pensi', 'maksud_agak', 'minimal_kentang', 'minimal_misal', 'misal_anggap', 'pensi_sorry', 'sorry_minimal']"
"['seru', 'tarik']",['seru_tarik']
"['suka', 'banget', 'banyak', 'skin', 'dewa', 'china']","['banget_banyak', 'banyak_skin', 'dewa_china', 'skin_dewa', 'suka_banget']"
"['sinyal', 'bagus', 'suka', 'lag', 'downlodan', 'beres', 'tolong', 'selesai', 'duku']","['bagus_suka', 'beres_tolong', 'downlodan_beres', 'lag_downlodan', 'selesai_duku', 'sinyal_bagus', 'suka_lag', 'tolong_selesai']"
"['bagus', 'tier', 'makin', 'tinggi', 'lawan', 'makin', 'jago', 'makin', 'tolol']","['bagus_tier', 'jago_makin', 'lawan_makin', 'makin_jago', 'makin_tinggi', 'makin_tolol', 'tier_makin', 'tinggi_lawan']"
['kontl'],[]
"['bug', 'warna', 'pink', 'semua', 'sudah', 'nenerapa', 'maon', 'warna', 'pink', 'semua', 'baru', 'langsung', 'bug', 'pink', 'lg', 'auto', 'afk']","['auto_afk', 'baru_langsung', 'bug_pink', 'bug_warna', 'langsung_bug', 'lg_auto', 'maon_warna', 'nenerapa_maon', 'pink_lg', 'pink_semua', 'semua_baru', 'semua_sudah', 'sudah_nenerapa', 'warna_pink']"
"['sudah', 'update', 'cepat', 'panas', 'belum', 'oke']","['belum_oke', 'cepat_panas', 'panas_belum', 'sudah_update', 'update_cepat']"
