stopwords_removed,1-gram
"['terlalu', 'buruk', 'terlalu', 'barufeeding', 'bahkan', 'jika', 'mabar', 'dua', 'tiga', 'diamond', 'master', 'report', 'otomatis', 'buruk', 'dasar', 'nilai', 'akhir', 'bukan', 'kerja', 'bahkan', 'jika', 'laku', 'report', 'dua', 'gagal', 'hukum', 'berat', 'skill', 'delay', 'keluar', 'entah', 'bug', 'sengaja', 'tetapi', 'kaku', 'grafik', 'bagus']","['akhir', 'bagus', 'bahkan', 'barufeeding', 'berat', 'bug', 'bukan', 'buruk', 'dasar', 'delay', 'diamond', 'dua', 'entah', 'gagal', 'grafik', 'hukum', 'jika', 'kaku', 'keluar', 'kerja', 'laku', 'mabar', 'master', 'nilai', 'otomatis', 'report', 'sengaja', 'skill', 'terlalu', 'tetapi', 'tiga']"
"['ping', 'buruk', 'ah', 'sudah']","['ah', 'buruk', 'ping', 'sudah']"
"['seruh', 'banget']","['banget', 'seruh']"
"['bagus', 'grafik', 'bagustapi', 'mohon', 'bug', 'hilangin', 'animasi', 'tolong', 'diperbaikisudah', 'segitu', 'terimakasih']","['animasi', 'bagus', 'bagustapi', 'bug', 'diperbaikisudah', 'grafik', 'hilangin', 'mohon', 'segitu', 'terimakasih', 'tolong']"
"['tolong', 'developer', 'stabil', 'router', 'walaupun', 'bagus', 'tetapi', 'kurang', 'stabil', 'banned', 'cheat', 'lebih', 'level', 'max', 'sehingga', 'rugi', 'lain', 'kecewa']","['bagus', 'banned', 'cheat', 'developer', 'kecewa', 'kurang', 'lain', 'lebih', 'level', 'max', 'router', 'rugi', 'sehingga', 'stabil', 'tetapi', 'tolong', 'walaupun']"
"['bintang', 'duku', 'bug', 'sinyal', 'bagus', 'tolong', 'baik', 'biar', 'enak']","['bagus', 'baik', 'biar', 'bintang', 'bug', 'duku', 'enak', 'sinyal', 'tolong']"
"['gemnya', 'mantap']","['gemnya', 'mantap']"
"['sempat', 'henti', 'jaringanya', 'lag', 'sekarang', 'coba', 'suka', 'lag', 'wifi', 'lag', 'lag', 'keluar', 'd', 'baik', 'masalah', 'jaringanya', 'lumayan', 'enak', 'd', 'mainin', 'terimakasih']","['baik', 'coba', 'enak', 'henti', 'jaringanya', 'keluar', 'lag', 'lumayan', 'mainin', 'masalah', 'sekarang', 'sempat', 'suka', 'terimakasih', 'wifi']"
"['gacor', 'kang']","['gacor', 'kang']"
['bagus'],['bagus']
"['selalu', 'kalah', 'sampai', 'turun', 'bintang', 'bodo', 'amat']","['amat', 'bintang', 'bodo', 'kalah', 'sampai', 'selalu', 'turun']"
"['beri', 'pacar', 'ngotak', 'pacar', 'bot', 'gila', 'ish']","['beri', 'bot', 'gila', 'ish', 'ngotak', 'pacar']"
"['sudah', 'bagus', 'sekadar', 'saran', 'cinta', 'studios', 'usahain', 'update', 'guna', 'jangan', 'terlalu', 'besar', 'banyak', 'keluh', 'banyak', 'kuras', 'semenjak', 'update', 'tolong', 'jangan', 'terlalu', 'banyak', 'makan', 'kasihan', 'ken', 'halang', 'device']","['bagus', 'banyak', 'besar', 'cinta', 'device', 'guna', 'halang', 'jangan', 'kasihan', 'keluh', 'ken', 'kuras', 'makan', 'saran', 'sekadar', 'semenjak', 'studios', 'sudah', 'terlalu', 'tolong', 'update', 'usahain']"
"['sudah', 'mantap', 'performa', 'mantap', 'kualitas', 'skin', 'or', 'mantap', 'neko', 'rata', 'kiri', 'kentang', 'lancar', 'brutal', 'event', 'gausah', 'tanya', 'mantap', 'abizz', 'kritik', 'dev', 'ntah', 'knpa', 'mabar', 'teman', 'ping', 'buruk', 'naik', 'turun', 'an', 'sumpah', 'ganggu', 'bngt', 'posisi', 'aman', 'jarang', 'buruk']","['abizz', 'aman', 'an', 'bngt', 'brutal', 'buruk', 'dev', 'event', 'ganggu', 'gausah', 'jarang', 'kentang', 'kiri', 'knpa', 'kritik', 'kualitas', 'lancar', 'mabar', 'mantap', 'naik', 'neko', 'ntah', 'or', 'performa', 'ping', 'posisi', 'rata', 'skin', 'sudah', 'sumpah', 'tanya', 'teman', 'turun']"
['bagus'],['bagus']
"['skin', 'banyak']","['banyak', 'skin']"
['keren'],['keren']
"['izin', 'comeback', 'minimal']","['comeback', 'izin', 'minimal']"
"['cukup', 'tarik']","['cukup', 'tarik']"
"['lelah', 'algoritma', 'habis', 'winstreak', 'terbit', 'losestreak', 'kadang', 'winlosewinlose', 'capek', 'malam', 'cuma', 'nambah', 'bintang']","['algoritma', 'bintang', 'capek', 'cuma', 'habis', 'kadang', 'lelah', 'losestreak', 'malam', 'nambah', 'terbit', 'winlosewinlose', 'winstreak']"
"['tolong', 'report', 'ubah', 'ajah', 'sekarang', 'guna', 'banyak', 'anomali', 'jelas', 'kelar', 'report', 'kena', 'report', 'sluruhan', 'bagus', 'banget', 'banyak', 'event', 'skin', 'gratis', 'ajah', 'saran', 'tolong', 'report', 'ubah', 'ajah']","['ajah', 'anomali', 'bagus', 'banget', 'banyak', 'event', 'gratis', 'guna', 'jelas', 'kelar', 'kena', 'report', 'saran', 'sekarang', 'skin', 'sluruhan', 'tolong', 'ubah']"
"['bagus', 'bahasa', 'lumayan', 'gaul', 'baik', 'pernah']","['bagus', 'bahasa', 'baik', 'gaul', 'lumayan', 'pernah']"
"['seru', 'tarik']","['seru', 'tarik']"
"['lumayan', 'seru', 'ketimbang']","['ketimbang', 'lumayan', 'seru']"
"['rusak', 'noob', 'sampai', 'gm', 'best']","['best', 'gm', 'noob', 'rusak', 'sampai']"
"['walau', 'stres', 'sukadisitulah', 'letak', 'asiknya']","['asiknya', 'letak', 'stres', 'sukadisitulah', 'walau']"
"['gimana', 'beri', 'kode', 'kirim', 'sosial', 'sensor']","['beri', 'gimana', 'kirim', 'kode', 'sensor', 'sosial']"
"['anj', 'lain', 'lag', 'lag', 'banget', 'loading', 'lama', 'banget', 'kesel', 'emosi']","['anj', 'banget', 'emosi', 'kesel', 'lag', 'lain', 'lama', 'loading']"
"['gemnya', 'haram']","['gemnya', 'haram']"
"['sinyal', 'full', 'mesti', 'lag']","['full', 'lag', 'mesti', 'sinyal']"
"['buruk', 'mending']","['buruk', 'mending']"
"['gila', 'cuy', 'keren', 'cuma', 'kentang', 'lag']","['cuma', 'cuy', 'gila', 'kentang', 'keren', 'lag']"
"['ken', 'memori', 'cukup', 'lag']","['cukup', 'ken', 'lag', 'memori']"
"['seru', 'buruk', 'pay', 'win', 'mending', 'legends', 'buruk', 'jangan', 'donload', 'guys']","['buruk', 'donload', 'guys', 'jangan', 'legends', 'mending', 'pay', 'seru', 'win']"
"['hahaha', 'copyan', 'ge', 'deuh', 'sgala', 'pjang', 'iklan', 'wkwkw']","['copyan', 'deuh', 'ge', 'hahaha', 'iklan', 'pjang', 'sgala', 'wkwkw']"
"['enggak', 'suka', 'bintang', 'proteksi', 'poin', 'tetap', 'turun', 'bintang', 'aman', 'minimal', 'lebih', 'suka', 'bintang', 'lama']","['aman', 'bintang', 'enggak', 'lama', 'lebih', 'minimal', 'poin', 'proteksi', 'suka', 'tetap', 'turun']"
['enak'],['enak']
"['dlu', 'kya', 'kluar', 'sndri', 'parah', 'buruk']","['buruk', 'dlu', 'kluar', 'kya', 'parah', 'sndri']"
"['event', 'cukup', 'sulit', 'jatuhin', 'kartu', 'tari', 'sampai', 'kelar', 'event', 'pernah', 'mohon', 'mudah', 'trimaksih']","['cukup', 'event', 'jatuhin', 'kartu', 'kelar', 'mohon', 'mudah', 'pernah', 'sampai', 'sulit', 'tari', 'trimaksih']"
"['suka', 'skill', 'mantap', 'mantap', 'bahkan', 'mvp']","['bahkan', 'mantap', 'mvp', 'skill', 'suka']"
['nice'],['nice']
"['update', 'happy', 'mod', 'king', 'happy', 'mod']","['happy', 'king', 'mod', 'update']"
[],[]
"['grafik', 'tolong', 'tingkat']","['grafik', 'tingkat', 'tolong']"
['seru'],['seru']
"['tolong', 'rendahin']","['rendahin', 'tolong']"
"['benci', 'update', 'seaon', 'stuck', 'loding', 'screen', 'masuk', 'dalam', 'sampai', 'reinstall', 'benar', 'rugi']","['benar', 'benci', 'dalam', 'loding', 'masuk', 'reinstall', 'rugi', 'sampai', 'screen', 'seaon', 'stuck', 'update']"
"['tolol', 'b', 'mvpkonyol']","['mvpkonyol', 'tolol']"
"['baik', 'jangan', 'cuma', 'skin', 'gacha', 'melulu', 'peduli', 'tetap', 'stay']","['baik', 'cuma', 'gacha', 'jangan', 'melulu', 'peduli', 'skin', 'stay', 'tetap']"
"['tolong', 'fix', 'bagi', 'fps', 'dimensity', 'ultra', 'biasa', 'fps', 'maks', 'kenapa', 'lock', 'fps']","['bagi', 'biasa', 'dimensity', 'fix', 'fps', 'kenapa', 'lock', 'maks', 'tolong', 'ultra']"
"['banyak', 'bug']","['banyak', 'bug']"
"['gj', 'merah', 'kalah', 'mlu', 'biru', 'menang', 'knp', 'merah', 'kalah']","['biru', 'gj', 'kalah', 'knp', 'menang', 'merah', 'mlu']"
"['baik', 'seluruh', 'dunia']","['baik', 'dunia', 'seluruh']"
"['barang', 'bagus']","['bagus', 'barang']"
"['tolong', 'management', 'masa', 'kalah', 'nambah', 'bintang', 'sedang', 'menang', 'kadang', 'nambah', 'bintang', 'kesel', 'jengkel', 'tolong', 'baik']","['baik', 'bintang', 'jengkel', 'kadang', 'kalah', 'kesel', 'management', 'masa', 'menang', 'nambah', 'sedang', 'tolong']"
"['mana', 'masuk', 'tanding', 'pakek', 'wifi', 'selalu', 'wifi', 'lancar', 'biasa', 'rnk', 'tolong', 'baik', 'bintang', 'satu']","['baik', 'biasa', 'bintang', 'lancar', 'mana', 'masuk', 'pakek', 'rnk', 'satu', 'selalu', 'tanding', 'tolong', 'wifi']"
['sampah'],['sampah']
"['sudah', 'bagus', 'selalu', 'notih', 'server', 'merespon', 'ngeselin']","['bagus', 'merespon', 'ngeselin', 'notih', 'selalu', 'server', 'sudah']"
"['makin', 'makin', 'menjadijadi', 'kocak', 'pensiun', 'begitu']","['begitu', 'kocak', 'makin', 'menjadijadi', 'pensiun']"
"['keren', 'kalah', 'bagus', 'tolong', 'bug', 'y', 'hilang', 'cukup', 'terimakasih']","['bagus', 'bug', 'cukup', 'hilang', 'kalah', 'keren', 'terimakasih', 'tolong']"
"['ganti', 'happy', 'coin', 'ganti']","['coin', 'ganti', 'happy']"
"['bagus', 'tolong', 'diturunin', 'sedikit', 'donk', 'kentang', 'kadang', 'muat', 'tolong', 'ringan', 'hapus', 'file', 'dalam', 'nurun', 'tetap', 'gb']","['bagus', 'dalam', 'diturunin', 'donk', 'file', 'gb', 'hapus', 'kadang', 'kentang', 'muat', 'nurun', 'ringan', 'sedikit', 'tetap', 'tolong']"
['deeh'],['deeh']
"['kenapa', 'ngga', 'jelas', 'mana', 'selalu', 'musuh', 'jago']","['jago', 'jelas', 'kenapa', 'mana', 'musuh', 'ngga', 'selalu']"
['ganti'],['ganti']
"['baik', 'hobi', 'ngebahagiain', 'efek', 'kualitas', 'bagus', 'skin', 'mahal', 'gratis', 'musuh', 'imbang', 'jago', 'enggak', 'beban', 'engga', 'top', 'up', 'duit', 'kurang', 'pokok', 'terimakasih', 'banget', 'developer', 'terbest', 'bintang']","['bagus', 'baik', 'banget', 'beban', 'bintang', 'developer', 'duit', 'efek', 'engga', 'enggak', 'gratis', 'hobi', 'imbang', 'jago', 'kualitas', 'kurang', 'mahal', 'musuh', 'ngebahagiain', 'pokok', 'skin', 'terbest', 'terimakasih', 'top', 'up']"
"['sekarang', 'darksystem', 'anjeng']","['anjeng', 'darksystem', 'sekarang']"
['sampah'],['sampah']
"['kenapa', 'suka', 'keluar', 'sendiri', 'bagus', 'spek', 'kentang', 'amat', 'keluar', 'sendiri', 'suka', 'bete', 'push']","['amat', 'bagus', 'bete', 'keluar', 'kenapa', 'kentang', 'push', 'sendiri', 'spek', 'suka']"
"['developer', 'perhati', 'masuk']","['developer', 'masuk', 'perhati']"
"['bintang', 'ajg', 'mackingnya', 'jelek', 'babi']","['ajg', 'babi', 'bintang', 'jelek', 'mackingnya']"
['keren'],['keren']
"['sampah', 'hina', 'banget', 'pentol', 'pinoy', 'asu', 'capek', 'mending', 'pisah', 'ph']","['asu', 'banget', 'capek', 'hina', 'mending', 'pentol', 'ph', 'pinoy', 'pisah', 'sampah']"
"['tolol', 'banyak', 'spell', 'guna', 'paling', 'berisik']","['banyak', 'berisik', 'guna', 'paling', 'spell', 'tolol']"
"['sudah', 'oke', 'logis', 'musuh', 'kuat', 'tolong', 'baik']","['baik', 'kuat', 'logis', 'musuh', 'oke', 'sudah', 'tolong']"
"['keren', 'event', 'banyak', 'skin', 'gratis', 'banyak', 'mantep', 'mending', 'hapus', 'kikir', 'cok', 'ls', 'mvp', 'lose', 'cuma', 'winmending', 'sudah', 'aseli', 'mah', 'saran', 'tuntut', 'tu', 'moontod', 'banyak', 'plagiat', 'cik', 'aseli']","['aseli', 'banyak', 'cik', 'cok', 'cuma', 'event', 'gratis', 'hapus', 'keren', 'kikir', 'lose', 'ls', 'mah', 'mantep', 'mending', 'moontod', 'mvp', 'plagiat', 'saran', 'skin', 'sudah', 'tu', 'tuntut', 'winmending']"
['bagus'],['bagus']
"['kampanh', 'suka', 'lag']","['kampanh', 'lag', 'suka']"
"['kenapa', 'animasi', 'gerak', 'profil', 'maupun', 'diem']","['animasi', 'diem', 'gerak', 'kenapa', 'maupun', 'profil']"
"['bagus', 'sesuai', 'gera', 'karakter', 'agak', 'patah', 'patah', 'gitu', 'gera', 'terimakasih']","['agak', 'bagus', 'gera', 'gitu', 'karakter', 'patah', 'sesuai', 'terimakasih']"
"['jauh', 'jika', 'banding', 'vainofglory']","['banding', 'jauh', 'jika', 'vainofglory']"
['bagus'],['bagus']
"['cukup', 'bagus', 'masuk', 'lama', 'tunggu']","['bagus', 'cukup', 'lama', 'masuk', 'tunggu']"
"['keren', 'butuh', 'strategi', 'mateng', 'asal', 'nabrak', 'playernya', 'ngetroll', 'kya']","['asal', 'butuh', 'keren', 'kya', 'mateng', 'nabrak', 'ngetroll', 'playernya', 'strategi']"
['suka'],['suka']
"['matchingnya', 'jelek']","['jelek', 'matchingnya']"
"['kantau', 'jelek', 'buruk', 'banget', 'banyak', 'banget', 'uras', 'paket', 'sehingga', 'mendownload', 'butuh', 'paket', 'banyak', 'tolong', 'baik', 'jelek', 'tolol', 'banyak', 'pokok', 'bagus', 'buruk']","['bagus', 'baik', 'banget', 'banyak', 'buruk', 'butuh', 'jelek', 'kantau', 'mendownload', 'paket', 'pokok', 'sehingga', 'tolol', 'tolong', 'uras']"
"['jelek', 'banyak', 'bag', 'putus', 'putus', 'makan', 'banyak', 'berfikir', 'hapus', 'mending', 'legends', 'nguras', 'dalam']","['bag', 'banyak', 'berfikir', 'dalam', 'hapus', 'jelek', 'legends', 'makan', 'mending', 'nguras', 'putus']"
"['anjinkada', 'atur', 'gold', 'masuk', 'diamondmana', 'musuh', 'diamond', 'semua', 'd', 'goldlogikanya', 'pay', 'win', 'anjinkkagak', 'imbang', 'babi', 'rusak', 'jangan', 'selalu', 'bilang', 'cocok', 'masinghalah', 'bacot', 'doangkami', 'bukan', 'lo', 'developer']","['anjinkada', 'anjinkkagak', 'atur', 'babi', 'bacot', 'bilang', 'bukan', 'cocok', 'developer', 'diamond', 'diamondmana', 'doangkami', 'gold', 'goldlogikanya', 'imbang', 'jangan', 'lo', 'masinghalah', 'masuk', 'musuh', 'pay', 'rusak', 'selalu', 'semua', 'win']"
"['mantap', 'seru']","['mantap', 'seru']"
"['jembot', 'noob', 'kadang', 'buta', 'kadang', 'jg', 'ketemu', 'mabar', 'enak', 'jg', 'benar', 'kadang', 'satuin', 'bot', 'pula', 'jembot']","['benar', 'bot', 'buta', 'enak', 'jembot', 'jg', 'kadang', 'ketemu', 'mabar', 'noob', 'pula', 'satuin']"
['jelas'],['jelas']
"['bagus', 'segi', 'skin', 'item', 'dll', 'moga', 'developer', 'ide', 'ide', 'baru', 'baru', 'dll', 'biar', 'salah', 'satu', 'dg', 'paling', 'gerguna', 'niru', 'bintang', 'anggota', 'developer', 'lain', 'terimakasih']","['anggota', 'bagus', 'baru', 'biar', 'bintang', 'developer', 'dg', 'dll', 'gerguna', 'ide', 'item', 'lain', 'moga', 'niru', 'paling', 'salah', 'satu', 'segi', 'skin', 'terimakasih']"
"['games', 'bagus', 'keluh', 'masalah', 'selalu', 'lot', 'log', 'tolong', 'baik']","['bagus', 'baik', 'games', 'keluh', 'log', 'lot', 'masalah', 'selalu', 'tolong']"
"['sekian', 'benarbenar', 'kecewa', 'bukan', 'seru', 'tetapi', 'stres', 'panjang', 'alas', 'cocok', 'antara', 'ranked', 'peak', 'turnamen', 'imbang', 'pihak', 'bilang', 'sudah', 'sesuai', 'sesuai', 'harap', 'playernya', 'derita', 'benarbenar', 'paling', 'parah', 'peak', 'turnamen', 'imbang', 'benarbenar', 'kecewa']","['alas', 'antara', 'benarbenar', 'bilang', 'bukan', 'cocok', 'derita', 'harap', 'imbang', 'kecewa', 'paling', 'panjang', 'parah', 'peak', 'pihak', 'playernya', 'ranked', 'sekian', 'seru', 'sesuai', 'stres', 'sudah', 'tetapi', 'turnamen']"
"['bro', 'bagaimana', 'nomor', 'hape', 'akun', 'level', 'taut', 'nomor', 'hape', 'akun', 'gimana', 'kendala', 'hal', 'sebut']","['akun', 'bagaimana', 'bro', 'gimana', 'hal', 'hape', 'kendala', 'level', 'nomor', 'sebut', 'taut']"
"['ho', 'iya', 'kenapa', 'burung', 'gold', 'len', 'paun', 'spaun', 'uda', 'matiin', 'paun', 'nyelesain', 'tutorial', 'burung', 'vinik', 'ka', 'paun', 'spaun', 'kanapaya', 'per', 'baikin']","['baikin', 'burung', 'gold', 'ho', 'iya', 'ka', 'kanapaya', 'kenapa', 'len', 'matiin', 'nyelesain', 'paun', 'per', 'spaun', 'tutorial', 'uda', 'vinik']"
"['makin', 'up', 'makin', 'sulit', 'mana', 'baru', 'ajar']","['ajar', 'baru', 'makin', 'mana', 'sulit', 'up']"
"['tindak', 'lanjut', 'hadap', 'laku', 'trolling', 'mulai', 'point', 'tetap', 'kurang', 'jika', 'jalan', 'yakin', 'banyak', 'tahan', 'tanggap', 'guna']","['banyak', 'guna', 'hadap', 'jalan', 'jika', 'kurang', 'laku', 'lanjut', 'mulai', 'point', 'tahan', 'tanggap', 'tetap', 'tindak', 'trolling', 'yakin']"
['keren'],['keren']
['mamtul'],['mamtul']
['oke'],['oke']
"['ancur', 'nyoba', 'nyoba', 'emosi']","['ancur', 'emosi', 'nyoba']"
['suka'],['suka']
['oke'],['oke']
['keren'],['keren']
"['very', 'good']","['good', 'very']"
['sampah'],['sampah']
['adita'],['adita']
"['habis', 'update', 'framedrop', 'snapdragon', 'elite', 'bayangin', 'powerfull', 'ngeframe', 'sampai', 'fps', 'otak', 'sial']","['bayangin', 'elite', 'fps', 'framedrop', 'habis', 'ngeframe', 'otak', 'powerfull', 'sampai', 'sial', 'snapdragon', 'update']"
"['seru', 'banget']","['banget', 'seru']"
"['jelek', 'upadate', 'banyak', 'bug']","['banyak', 'bug', 'jelek', 'upadate']"
"['bagus', 'bageut', 'co', 'seru']","['bageut', 'bagus', 'co', 'seru']"
"['kil', 'banyak', 'mvp', 'mati', 'banyak', 'kil', 'mvp', 'jelas']","['banyak', 'jelas', 'kil', 'mati', 'mvp']"
"['iklan', 'darah', 'tinggi']","['darah', 'iklan', 'tinggi']"
"['spike', 'iklan', 'ganggu', 'sumpah', 'iklan', 'pasti', 'kalah']","['ganggu', 'iklan', 'kalah', 'pasti', 'spike', 'sumpah']"
[],[]
"['banyak', 'ngikutin', 'aov', 'plagiat', 'kah']","['aov', 'banyak', 'kah', 'ngikutin', 'plagiat']"
"['tu', 'latih', 'masuk', 'lebih', 'hard']","['hard', 'latih', 'lebih', 'masuk', 'tu']"
"['pelit', 'matchnya', 'kurang', 'bagus', 'banget', 'bagi', 'susah', 'kadang', 'kadang', 'kadang', 'menang', 'kadang', 'kalah', 'kalah', 'kira', 'satu', 'dua', 'tiga', 'sampai', 'lebih', 'kadang', 'master', 'nyoba', 'diranked', 'mikir', 'gimana', 'kira', 'bintang', 'kurang', 'kalah', 'salah', 'besar', 'jangan', 'pernah', 'nyoba', 'diranked', 'simulasi', 'mikirlah', 'siapa']","['bagi', 'bagus', 'banget', 'besar', 'bintang', 'diranked', 'dua', 'gimana', 'jangan', 'kadang', 'kalah', 'kira', 'kurang', 'lebih', 'master', 'matchnya', 'menang', 'mikir', 'mikirlah', 'nyoba', 'pelit', 'pernah', 'salah', 'sampai', 'satu', 'siapa', 'simulasi', 'susah', 'tiga']"
"['wei', 'ngotak', 'sedikit', 'masa', 'range', 'gold', 'lawan', 'ngga', 'ngotak', 'temn', 'bego', 'iya', 'lama', 'baru', 'donlod', 'lawa', 'gila']","['baru', 'bego', 'donlod', 'gila', 'gold', 'iya', 'lama', 'lawa', 'lawan', 'masa', 'ngga', 'ngotak', 'range', 'sedikit', 'temn', 'wei']"
['bagus'],['bagus']
['bagus'],['bagus']
"['seru', 'banget', 'mirip', 'legends', 'mudah', 'banget', 'maininnya', 'bagus', 'bagus', 'pentakill', 'nyaa']","['bagus', 'banget', 'legends', 'maininnya', 'mirip', 'mudah', 'nyaa', 'pentakill', 'seru']"
"['tolong', 'baik', 'biar', 'force', 'close']","['baik', 'biar', 'close', 'force', 'tolong']"
"['jawab', 'ngehabis', 'kuota', 'mana', 'banyak', 'ngehabis', 'kuota', 'bocil']","['banyak', 'bocil', 'jawab', 'kuota', 'mana', 'ngehabis']"
"['musik', 'tema', 'aneh', 'nyambung', 'musik', 'tema', 'lain', 'tambahin', 'baru', 'jangan', 'bosen']","['aneh', 'baru', 'bosen', 'jangan', 'lain', 'musik', 'nyambung', 'tambahin', 'tema']"
"['grafik', 'bagus', 'bangat']","['bagus', 'bangat', 'grafik']"
"['kalah', 'turun', 'turun', 'trs', 'mana', 'gitu', 'banget', 'bkn', 'kesel']","['banget', 'bkn', 'gitu', 'kalah', 'kesel', 'mana', 'trs', 'turun']"
"['ketemu', 'musuh', 'jago', 'banget', 'kecil']","['banget', 'jago', 'kecil', 'ketemu', 'musuh']"
['baru'],['baru']
"['bagus', 'tarik', 'keren', 'legends', 'gila', 'jelek']","['bagus', 'gila', 'jelek', 'keren', 'legends', 'tarik']"
"['ngerti', 'season', 'kasi', 'ngetrol', 'roam', 'daji', 'lahh', 'segala', 'macam']","['daji', 'kasi', 'lahh', 'macam', 'ngerti', 'ngetrol', 'roam', 'season', 'segala']"
['peler'],['peler']
['terimakasih'],['terimakasih']
"['tolong', 'baik', 'bugnya', 'contoh', 'file', 'skin', 'hilang', 'sudah', 'skinnya', 'sperti', 'skin', 'guiguzi', 'jjk', 'skin', 'mayene', 'food', 'fodie', 'spend', 'token', 'akhir', 'tanggap', 'moga', 'file', 'ski', 'cepat']","['akhir', 'baik', 'bugnya', 'cepat', 'contoh', 'file', 'fodie', 'food', 'guiguzi', 'hilang', 'jjk', 'mayene', 'moga', 'ski', 'skin', 'skinnya', 'spend', 'sperti', 'sudah', 'tanggap', 'token', 'tolong']"
['ycca'],['ycca']
"['tolong', 'optimasi', 'minimal', 'grafik', 'rendah', 'bahkan', 'rata', 'kiri', 'msih', 'suka', 'panas', 'framedrop', 'emng', 'mid', 'low', 'cuma', 'msih', 'usaha', 'tahan', 'digame', 'minimal', 'masa', 'gugur']","['bahkan', 'cuma', 'digame', 'emng', 'framedrop', 'grafik', 'gugur', 'kiri', 'low', 'masa', 'mid', 'minimal', 'msih', 'optimasi', 'panas', 'rata', 'rendah', 'suka', 'tahan', 'tolong', 'usaha']"
"['mohon', 'maaf', 'delovoper', 'king', 'guna', 'wifi', 'tetapi', 'pilih', 'suruh', 'tunggu', 'tunggu', 'sudah', 'selesai', 'tetapi', 'masuk', 'tolong', 'jika', 'bug', 'segera', 'benar', 'reputasi', 'turun', 'jujur', 'seru']","['benar', 'bug', 'delovoper', 'guna', 'jika', 'jujur', 'king', 'maaf', 'masuk', 'mohon', 'pilih', 'reputasi', 'segera', 'selesai', 'seru', 'sudah', 'suruh', 'tetapi', 'tolong', 'tunggu', 'turun', 'wifi']"
"['beri', 'bintang']","['beri', 'bintang']"
"['bagus', 'banget']","['bagus', 'banget']"
"['server', 'coba', 'lihat', 'komentar', 'chandra', 'chan', 'total', 'e', 'gb', 'sudah', 'bukti', 'komentar', 'chandra', 'chan', 'suka', 'banget', 'tsb', 'kuota', 'seluler', 'capai', 'segitu', 'besar', 'wifi', 'seluler', 'mengunakan', 'gigabyte', 'wifi', 'lot']","['banget', 'besar', 'bukti', 'capai', 'chan', 'chandra', 'coba', 'gb', 'gigabyte', 'komentar', 'kuota', 'lihat', 'lot', 'mengunakan', 'segitu', 'seluler', 'server', 'sudah', 'suka', 'total', 'tsb', 'wifi']"
"['buruk', 'kopi', 'bang', 'bang', 'gacocok', 'king', 'kingnya', 'elo', 'raja', 'tuhan', 'tuhan', 'allah', 'swt']","['allah', 'bang', 'buruk', 'elo', 'gacocok', 'king', 'kingnya', 'kopi', 'raja', 'swt', 'tuhan']"
"['mending', 'genshin']","['genshin', 'mending']"
[],[]
"['buruk', 'matchnya', 'ajg', 'stres', 'banyak', 'mula', 'baru', 'banget', 'sementara', 'musuh', 'veteran', 'semua', 'peak', 'nyaman', 'banget', 'gimana', 'solusi']","['ajg', 'banget', 'banyak', 'baru', 'buruk', 'gimana', 'matchnya', 'mula', 'musuh', 'nyaman', 'peak', 'sementara', 'semua', 'solusi', 'stres', 'veteran']"
"['mohon', 'baik', 'pakek', 'wifi', 'sinyal', 'merah', 'nanti', 'klok', 'sudah', 'setabil', 'tambah', 'bintang']","['baik', 'bintang', 'klok', 'merah', 'mohon', 'nanti', 'pakek', 'setabil', 'sinyal', 'sudah', 'tambah', 'wifi']"
"['update', 'lag', 'belum', 'lancar']","['belum', 'lag', 'lancar', 'update']"
"['bagus', 'namun', 'mb', 'besar', 'tolong', 'mb', 'kurang']","['bagus', 'besar', 'kurang', 'mb', 'namun', 'tolong']"
['seru'],['seru']
"['tolong', 'baik', 'gm', 'full', 'master', 'sampah', 'banget', 'kagak', 'jelas']","['baik', 'banget', 'full', 'gm', 'jelas', 'kagak', 'master', 'sampah', 'tolong']"
"['kuat', 'anj']","['anj', 'kuat']"
"['bagus', 'kucing', 'imut', 'banget', 'bintang', 'lima']","['bagus', 'banget', 'bintang', 'imut', 'kucing', 'lima']"
"['kapan', 'collab', 'demon', 'slayer', 'music', 'entrance', 'infinity', 'castle']","['castle', 'collab', 'demon', 'entrance', 'infinity', 'kapan', 'music', 'slayer']"
"['lumayan', 'mantap']","['lumayan', 'mantap']"
"['adil', 'setting', 'banyak', 'kalah', 'kompak', 'sedang', 'musuh', 'kompak', 'rusak']","['adil', 'banyak', 'kalah', 'kompak', 'musuh', 'rusak', 'sedang', 'setting']"
['tiru'],['tiru']
"['enak', 'banget', 'sumpah', 'no', 'tipu', 'tipu']","['banget', 'enak', 'no', 'sumpah', 'tipu']"
['bagus'],['bagus']
"['baru', 'pelit', 'bagi', 'skin', 'gerat']","['bagi', 'baru', 'gerat', 'pelit', 'skin']"
"['bagus', 'banget']","['bagus', 'banget']"
['gacor'],['gacor']
"['lain', 'feeder', 'b', 'jelas', 'mati', 'salah']","['feeder', 'jelas', 'lain', 'mati', 'salah']"
"['pernah', 'seru', 'banget', 'bahkan', 'lawan', 'banyak', 'musuh']","['bahkan', 'banget', 'banyak', 'lawan', 'musuh', 'pernah', 'seru']"
