userName,content,appVersion,content_clean,tokenized,filtered_tokens,stopwords_removed,stemmed_tokens,slang_replaced,label
Muhammad Rijak,"masa iya saya solo ketemu trio,udah gitu tim cuman duo.yg seimbang lah",1.9.99.10932,"masa iya saya solo ketemu trio,udah gitu tim cuman duo.yg seimbang lah","['masa', 'iya', 'saya', 'solo', 'ketemu', 'trio', ',', 'udah', 'gitu', 'tim', 'cuman', 'duo.yg', 'seimbang', 'lah']","['masa', 'iya', 'saya', 'solo', 'ketemu', 'trio', 'udah', 'gitu', 'tim', 'cuman', 'duoyg', 'seimbang', 'lah']","['masa', 'iya', 'ketemu', 'trio', 'gitu', 'duoyg', 'imbang']","['masa', 'iya', 'saya', 'solo', 'ketemu', 'trio', 'udah', 'gitu', 'tim', 'cuman', 'duoyg', 'imbang', 'lah']","['masa', 'iya', 'aku', 'solo', 'ketemu', 'trio', 'udah', 'gitu', 'team', 'hanya', 'duoyg', 'imbang', 'lah']",negative
Lonely,kalah terus padahal mau naik legend.monton monton gw kecewa sama ini game,1.9.64.10601,kalah terus padahal mau naik legend.monton monton gw kecewa sama ini game,"['kalah', 'terus', 'padahal', 'mau', 'naik', 'legend.monton', 'monton', 'gw', 'kecewa', 'sama', 'ini', 'game']","['kalah', 'terus', 'padahal', 'mau', 'naik', 'legendmonton', 'monton', 'gw', 'kecewa', 'sama', 'ini', 'game']","['kalah', 'naik', 'legendmonton', 'kecewa']","['kalah', 'terus', 'padahal', 'mau', 'naik', 'legendmonton', 'monton', 'gw', 'kecewa', 'sama', 'ini', 'game']","['kalah', 'terus', 'padahal', 'mau', 'naik', 'legendmonton', 'moonton', 'aku', 'kecewa', 'sama', 'ini', 'game']",negative
Faiqotul Husna,gem berik yg ma en tolol semua,,gem berik yg ma en tolol semua,"['gem', 'berik', 'yg', 'ma', 'en', 'tolol', 'semua']","['gem', 'berik', 'yg', 'ma', 'en', 'tolol', 'semua']","['beri', 'ma', 'en', 'tolol', 'semua']","['gem', 'berik', 'yg', 'ma', 'en', 'tolol', 'semua']","['game', 'beri', 'yang', 'ma', 'en', 'tolol', 'semua']",negative
Nurul Wahidah,lumayan,2.1.18.11201,lumayan,['lumayan'],['lumayan'],['lumayan'],['lumayan'],['lumayan'],positive
Ahmad Safi'i,game bento banyak bot,,game bento banyak bot,"['game', 'bento', 'banyak', 'bot']","['game', 'bento', 'banyak', 'bot']","['bento', 'banyak', 'bot']","['game', 'bento', 'banyak', 'bot']","['game', 'bento', 'banyak', 'bot']",negative
Afif Amrullah,ehh poke kalo punya apk tuh jaringan ny di perbaharui update tan kali ini bener2 bikin emosi aja masak ping stabil game ny nge fress kwk jaringan nge laq aja game laku kok lalai update jaringan ny,1.9.99.10932,ehh poke kalo punya apk tuh jaringan ny di perbaharui update tan kali ini bener2 bikin emosi aja masak ping stabil game ny nge fress kwk jaringan nge laq aja game laku kok lalai update jaringan ny,"['ehh', 'poke', 'kalo', 'punya', 'apk', 'tuh', 'jaringan', 'ny', 'di', 'perbaharui', 'update', 'tan', 'kali', 'ini', 'bener2', 'bikin', 'emosi', 'aja', 'masak', 'ping', 'stabil', 'game', 'ny', 'nge', 'fress', 'kwk', 'jaringan', 'nge', 'laq', 'aja', 'game', 'laku', 'kok', 'lalai', 'update', 'jaringan', 'ny']","['ehh', 'poke', 'kalo', 'punya', 'apk', 'tuh', 'jaringan', 'ny', 'di', 'perbaharui', 'update', 'tan', 'kali', 'ini', 'bener', 'bikin', 'emosi', 'aja', 'masak', 'ping', 'stabil', 'game', 'ny', 'nge', 'fress', 'kwk', 'jaringan', 'nge', 'laq', 'aja', 'game', 'laku', 'kok', 'lalai', 'update', 'jaringan', 'ny']","['ehh', 'poke', 'punya', 'apk', 'baharu', 'update', 'tan', 'benar', 'emosi', 'ping', 'stabil', 'fress', 'kwk', 'laq', 'laku', 'lalai', 'update']","['ehh', 'poke', 'kalo', 'punya', 'apk', 'tuh', 'jaring', 'ny', 'di', 'baharu', 'update', 'tan', 'kali', 'ini', 'bener', 'bikin', 'emosi', 'aja', 'masak', 'ping', 'stabil', 'game', 'ny', 'nge', 'fress', 'kwk', 'jaring', 'nge', 'laq', 'aja', 'game', 'laku', 'kok', 'lalai', 'update', 'jaring', 'ny']","['ehh', 'poke', 'kalau', 'punya', 'apk', 'tuh', 'jaring', 'nya', 'di', 'baharu', 'update', 'tan', 'kali', 'ini', 'benar', 'bikin', 'emosi', 'aja', 'masak', 'ping', 'stabil', 'game', 'nya', 'nge', 'fress', 'kwk', 'jaring', 'nge', 'laq', 'aja', 'game', 'laku', 'kok', 'lalai', 'update', 'jaring', 'nya']",negative
Haikal Kamil,aneh sekarang pas mulai mact ada tulisan reconet sinyal bagus padahal winstrake gw jadi hancur gara gara ini haduh mohon perhatianya,2.1.18.11201,aneh sekarang pas mulai mact ada tulisan reconet sinyal bagus padahal winstrake gw jadi hancur gara gara ini haduh mohon perhatianya,"['aneh', 'sekarang', 'pas', 'mulai', 'mact', 'ada', 'tulisan', 'reconet', 'sinyal', 'bagus', 'padahal', 'winstrake', 'gw', 'jadi', 'hancur', 'gara', 'gara', 'ini', 'haduh', 'mohon', 'perhatianya']","['aneh', 'sekarang', 'pas', 'mulai', 'mact', 'ada', 'tulisan', 'reconet', 'sinyal', 'bagus', 'padahal', 'winstrake', 'gw', 'jadi', 'hancur', 'gara', 'gara', 'ini', 'haduh', 'mohon', 'perhatianya']","['aneh', 'sekarang', 'mulai', 'mact', 'tulis', 'reconet', 'sinyal', 'bagus', 'winstrake', 'hancur', 'gara', 'gara', 'haduh', 'mohon', 'perhatianya']","['aneh', 'sekarang', 'pas', 'mulai', 'mact', 'ada', 'tulis', 'reconet', 'sinyal', 'bagus', 'padahal', 'winstrake', 'gw', 'jadi', 'hancur', 'gara', 'gara', 'ini', 'haduh', 'mohon', 'perhatianya']","['aneh', 'sekarang', 'pas', 'mulai', 'mact', 'ada', 'tulis', 'reconet', 'sinyal', 'bagus', 'padahal', 'winstrake', 'aku', 'jadi', 'hancur', 'gara', 'gara', 'ini', 'haduh', 'mohon', 'perhatianya']",negative
abang Fatih,"Akhir"" ini sering bug gak jelas dari awal sampe late game gak bisa di mainin padahal jaringan lancar suka tiba lag ini sungguh gak masuk di akal, tolonglah montoon di perbaiki!!!",2.1.18.11201,"akhir"" ini sering bug gak jelas dari awal sampe late game gak bisa di mainin padahal jaringan lancar suka tiba lag ini sungguh gak masuk di akal, tolonglah montoon di perbaiki!!!","['akhir', ""''"", 'ini', 'sering', 'bug', 'gak', 'jelas', 'dari', 'awal', 'sampe', 'late', 'game', 'gak', 'bisa', 'di', 'mainin', 'padahal', 'jaringan', 'lancar', 'suka', 'tiba', 'lag', 'ini', 'sungguh', 'gak', 'masuk', 'di', 'akal', ',', 'tolonglah', 'montoon', 'di', 'perbaiki', '!', '!', '!']","['akhir', 'ini', 'sering', 'bug', 'gak', 'jelas', 'dari', 'awal', 'sampe', 'late', 'game', 'gak', 'bisa', 'di', 'mainin', 'padahal', 'jaringan', 'lancar', 'suka', 'tiba', 'lag', 'ini', 'sungguh', 'gak', 'masuk', 'di', 'akal', 'tolonglah', 'montoon', 'di', 'perbaiki']","['akhir', 'bug', 'jelas', 'sampai', 'late', 'mainin', 'lancar', 'suka', 'lag', 'sungguh', 'masuk', 'akal', 'tolong', 'baik']","['akhir', 'ini', 'sering', 'bug', 'gak', 'jelas', 'dari', 'awal', 'sampe', 'late', 'game', 'gak', 'bisa', 'di', 'mainin', 'padahal', 'jaring', 'lancar', 'suka', 'tiba', 'lag', 'ini', 'sungguh', 'gak', 'masuk', 'di', 'akal', 'tolong', 'montoon', 'di', 'baik']","['akhir', 'ini', 'sering', 'bug', 'tidak', 'jelas', 'dari', 'awal', 'sampai', 'late', 'game', 'tidak', 'bisa', 'di', 'mainin', 'padahal', 'jaring', 'lancar', 'suka', 'tiba', 'lag', 'ini', 'sungguh', 'tidak', 'masuk', 'di', 'akal', 'tolong', 'moonton', 'di', 'baik']",negative
PITT BE,coba tambahin fitur ngirim battle poin biar bisa ngirim ke temen,2.1.18.11201,coba tambahin fitur ngirim battle poin biar bisa ngirim ke temen,"['coba', 'tambahin', 'fitur', 'ngirim', 'battle', 'poin', 'biar', 'bisa', 'ngirim', 'ke', 'temen']","['coba', 'tambahin', 'fitur', 'ngirim', 'battle', 'poin', 'biar', 'bisa', 'ngirim', 'ke', 'temen']","['coba', 'tambahin', 'ngirim', 'battle', 'poin', 'biar', 'ngirim', 'teman']","['coba', 'tambahin', 'fitur', 'ngirim', 'battle', 'poin', 'biar', 'bisa', 'ngirim', 'ke', 'temen']","['coba', 'tambahin', 'fitur', 'ngirim', 'battle', 'poin', 'biar', 'bisa', 'ngirim', 'ke', 'teman']",neutral
Rio Kadek,game yg sangat bagus dan keren tim nya bagus bagus ke balikan nya tapi game jembut game burik burik,2.1.18.11201,game yg sangat bagus dan keren tim nya bagus bagus ke balikan nya tapi game jembut game burik burik,"['game', 'yg', 'sangat', 'bagus', 'dan', 'keren', 'tim', 'nya', 'bagus', 'bagus', 'ke', 'balikan', 'nya', 'tapi', 'game', 'jembut', 'game', 'burik', 'burik']","['game', 'yg', 'sangat', 'bagus', 'dan', 'keren', 'tim', 'nya', 'bagus', 'bagus', 'ke', 'balikan', 'nya', 'tapi', 'game', 'jembut', 'game', 'burik', 'burik']","['bagus', 'keren', 'bagus', 'bagus', 'balik', 'jembut', 'buruk', 'buruk']","['game', 'yg', 'sangat', 'bagus', 'dan', 'keren', 'tim', 'nya', 'bagus', 'bagus', 'ke', 'balik', 'nya', 'tapi', 'game', 'jembut', 'game', 'burik', 'burik']","['game', 'yang', 'sangat', 'bagus', 'dan', 'keren', 'team', 'nya', 'bagus', 'bagus', 'ke', 'balik', 'nya', 'tapi', 'game', 'jembut', 'game', 'buruk', 'buruk']",neutral
Alfandy Syakur,Ml makin kesini makin gk jelas. masalah jaringan itu jdi jelek banget. Padahal jaringan stabil tapi suka lag tiba tiba.jadi makin males main nya. Update makin gede mb tapi game gk diperbaiki montoon udh gak waras,1.9.70.10634,ml makin kesini makin gk jelas. masalah jaringan itu jdi jelek banget. padahal jaringan stabil tapi suka lag tiba tiba.jadi makin males main nya. update makin gede mb tapi game gk diperbaiki montoon udh gak waras,"['ml', 'makin', 'kesini', 'makin', 'gk', 'jelas', '.', 'masalah', 'jaringan', 'itu', 'jdi', 'jelek', 'banget', '.', 'padahal', 'jaringan', 'stabil', 'tapi', 'suka', 'lag', 'tiba', 'tiba.jadi', 'makin', 'males', 'main', 'nya', '.', 'update', 'makin', 'gede', 'mb', 'tapi', 'game', 'gk', 'diperbaiki', 'montoon', 'udh', 'gak', 'waras']","['ml', 'makin', 'kesini', 'makin', 'gk', 'jelas', 'masalah', 'jaringan', 'itu', 'jdi', 'jelek', 'banget', 'padahal', 'jaringan', 'stabil', 'tapi', 'suka', 'lag', 'tiba', 'tibajadi', 'makin', 'males', 'main', 'nya', 'update', 'makin', 'gede', 'mb', 'tapi', 'game', 'gk', 'diperbaiki', 'montoon', 'udh', 'gak', 'waras']","['makin', 'makin', 'jelas', 'masalah', 'jelek', 'banget', 'stabil', 'suka', 'lag', 'tibajadi', 'makin', 'males', 'update', 'makin', 'gede', 'mb', 'baik', 'sudah', 'waras']","['ml', 'makin', 'kesini', 'makin', 'gk', 'jelas', 'masalah', 'jaring', 'itu', 'jdi', 'jelek', 'banget', 'padahal', 'jaring', 'stabil', 'tapi', 'suka', 'lag', 'tiba', 'tibajadi', 'makin', 'males', 'main', 'nya', 'update', 'makin', 'gede', 'mb', 'tapi', 'game', 'gk', 'baik', 'montoon', 'udh', 'gak', 'waras']","['ml', 'makin', 'kesini', 'makin', 'tidak', 'jelas', 'masalah', 'jaring', 'itu', 'jadi', 'jelek', 'banget', 'padahal', 'jaring', 'stabil', 'tapi', 'suka', 'lag', 'tiba', 'tibajadi', 'makin', 'males', 'main', 'nya', 'update', 'makin', 'gede', 'mb', 'tapi', 'game', 'tidak', 'baik', 'moonton', 'sudah', 'tidak', 'waras']",negative
Rezky Pratama,waw seru,2.1.18.11201,waw seru,"['waw', 'seru']","['waw', 'seru']","['waw', 'seru']","['waw', 'seru']","['waw', 'seru']",positive
Satria,mantap bagus banget udah bisa ws Alhamdulillah,1.9.68.10631,mantap bagus banget udah bisa ws alhamdulillah,"['mantap', 'bagus', 'banget', 'udah', 'bisa', 'ws', 'alhamdulillah']","['mantap', 'bagus', 'banget', 'udah', 'bisa', 'ws', 'alhamdulillah']","['mantap', 'bagus', 'banget', 'ws', 'alhamdulillah']","['mantap', 'bagus', 'banget', 'udah', 'bisa', 'ws', 'alhamdulillah']","['mantap', 'bagus', 'banget', 'udah', 'bisa', 'ws', 'alhamdulillah']",positive
mailphone,bagussihh tapi tolong drak sistem di hapus,2.1.18.11201,bagussihh tapi tolong drak sistem di hapus,"['bagussihh', 'tapi', 'tolong', 'drak', 'sistem', 'di', 'hapus']","['bagussihh', 'tapi', 'tolong', 'drak', 'sistem', 'di', 'hapus']","['bagussihh', 'tolong', 'gelap', 'hapus']","['bagussihh', 'tapi', 'tolong', 'drak', 'sistem', 'di', 'hapus']","['bagussihh', 'tapi', 'tolong', 'gelap', 'sistem', 'di', 'hapus']",positive
hasrida 1985,gua Sukak sekali ml karena gua user franko sekali tarikan maut langsung kena lord,,gua sukak sekali ml karena gua user franko sekali tarikan maut langsung kena lord,"['gua', 'sukak', 'sekali', 'ml', 'karena', 'gua', 'user', 'franko', 'sekali', 'tarikan', 'maut', 'langsung', 'kena', 'lord']","['gua', 'sukak', 'sekali', 'ml', 'karena', 'gua', 'user', 'franko', 'sekali', 'tarikan', 'maut', 'langsung', 'kena', 'lord']","['sukak', 'user', 'franko', 'tari', 'maut', 'langsung', 'kena', 'lord']","['gua', 'sukak', 'sekali', 'ml', 'karena', 'gua', 'user', 'franko', 'sekali', 'tari', 'maut', 'langsung', 'kena', 'lord']","['aku', 'sukak', 'sekali', 'ml', 'karena', 'aku', 'user', 'franko', 'sekali', 'tari', 'maut', 'langsung', 'kena', 'lord']",positive
Fahri Df,"game sedot jaringan.. makin hari makin jelek.. game nya makin buruk.. jaringan full tapi masih nge leq.. bnyak x bug nya,, game ini",2.1.18.11201,"game sedot jaringan.. makin hari makin jelek.. game nya makin buruk.. jaringan full tapi masih nge leq.. bnyak x bug nya,, game ini","['game', 'sedot', 'jaringan', '..', 'makin', 'hari', 'makin', 'jelek', '..', 'game', 'nya', 'makin', 'buruk', '..', 'jaringan', 'full', 'tapi', 'masih', 'nge', 'leq', '..', 'bnyak', 'x', 'bug', 'nya', ',', ',', 'game', 'ini']","['game', 'sedot', 'jaringan', 'makin', 'hari', 'makin', 'jelek', 'game', 'nya', 'makin', 'buruk', 'jaringan', 'full', 'tapi', 'masih', 'nge', 'leq', 'bnyak', 'x', 'bug', 'nya', 'game', 'ini']","['sedot', 'makin', 'makin', 'jelek', 'makin', 'buruk', 'full', 'leq', 'bnyak', 'bug']","['game', 'sedot', 'jaring', 'makin', 'hari', 'makin', 'jelek', 'game', 'nya', 'makin', 'buruk', 'jaring', 'full', 'tapi', 'masih', 'nge', 'leq', 'bnyak', 'x', 'bug', 'nya', 'game', 'ini']","['game', 'sedot', 'jaring', 'makin', 'hari', 'makin', 'jelek', 'game', 'nya', 'makin', 'buruk', 'jaring', 'full', 'tapi', 'masih', 'nge', 'leq', 'bnyak', 'kali', 'bug', 'nya', 'game', 'ini']",negative
Acan Beres,semoga bagus,2.1.18.11201,semoga bagus,"['semoga', 'bagus']","['semoga', 'bagus']","['moga', 'bagus']","['moga', 'bagus']","['moga', 'bagus']",positive
Kadek Putra,game burik banyak draksistem ini adalah game burik yang pernah ada,,game burik banyak draksistem ini adalah game burik yang pernah ada,"['game', 'burik', 'banyak', 'draksistem', 'ini', 'adalah', 'game', 'burik', 'yang', 'pernah', 'ada']","['game', 'burik', 'banyak', 'draksistem', 'ini', 'adalah', 'game', 'burik', 'yang', 'pernah', 'ada']","['buruk', 'banyak', 'draksistem', 'buruk', 'pernah']","['game', 'burik', 'banyak', 'draksistem', 'ini', 'adalah', 'game', 'burik', 'yang', 'pernah', 'ada']","['game', 'buruk', 'banyak', 'draksistem', 'ini', 'adalah', 'game', 'buruk', 'yang', 'pernah', 'ada']",negative
NyoXezz,ini game makin lama makin anj. aja. jaringan bagus stabil tiba² gabisa gerak heronya. giliran di pencet mau bilang jaringan buruk yg muncul jaringan bagus/stabil. matchmaking gak jelas. kitanya main solo musuhnya party. Pas war posisi menang tiba² menghubungkan ulang. padahal make kuota data,,ini game makin lama makin anj. aja. jaringan bagus stabil tiba² gabisa gerak heronya. giliran di pencet mau bilang jaringan buruk yg muncul jaringan bagus/stabil. matchmaking gak jelas. kitanya main solo musuhnya party. pas war posisi menang tiba² menghubungkan ulang. padahal make kuota data,"['ini', 'game', 'makin', 'lama', 'makin', 'anj', '.', 'aja', '.', 'jaringan', 'bagus', 'stabil', 'tiba²', 'gabisa', 'gerak', 'heronya', '.', 'giliran', 'di', 'pencet', 'mau', 'bilang', 'jaringan', 'buruk', 'yg', 'muncul', 'jaringan', 'bagus/stabil', '.', 'matchmaking', 'gak', 'jelas', '.', 'kitanya', 'main', 'solo', 'musuhnya', 'party', '.', 'pas', 'war', 'posisi', 'menang', 'tiba²', 'menghubungkan', 'ulang', '.', 'padahal', 'make', 'kuota', 'data']","['ini', 'game', 'makin', 'lama', 'makin', 'anj', 'aja', 'jaringan', 'bagus', 'stabil', 'tiba', 'gabisa', 'gerak', 'heronya', 'giliran', 'di', 'pencet', 'mau', 'bilang', 'jaringan', 'buruk', 'yg', 'muncul', 'jaringan', 'bagusstabil', 'matchmaking', 'gak', 'jelas', 'kitanya', 'main', 'solo', 'musuhnya', 'party', 'pas', 'war', 'posisi', 'menang', 'tiba', 'menghubungkan', 'ulang', 'padahal', 'make', 'kuota', 'data']","['makin', 'lama', 'makin', 'anj', 'bagus', 'stabil', 'gabisa', 'gerak', 'pencet', 'bilang', 'buruk', 'muncul', 'bagusstabil', 'jelas', 'musuh', 'party', 'posisi', 'menang', 'hubung', 'ulang', 'make', 'kuota']","['ini', 'game', 'makin', 'lama', 'makin', 'anj', 'aja', 'jaring', 'bagus', 'stabil', 'tiba', 'gabisa', 'gerak', 'hero', 'gilir', 'di', 'pencet', 'mau', 'bilang', 'jaring', 'buruk', 'yg', 'muncul', 'jaring', 'bagusstabil', 'matchmaking', 'gak', 'jelas', 'kita', 'main', 'solo', 'musuh', 'party', 'pas', 'war', 'posisi', 'menang', 'tiba', 'hubung', 'ulang', 'padahal', 'make', 'kuota', 'data']","['ini', 'game', 'makin', 'lama', 'makin', 'anj', 'aja', 'jaring', 'bagus', 'stabil', 'tiba', 'gabisa', 'gerak', 'hero', 'gilir', 'di', 'pencet', 'mau', 'bilang', 'jaring', 'buruk', 'yang', 'muncul', 'jaring', 'bagusstabil', 'matchmaking', 'tidak', 'jelas', 'kita', 'main', 'solo', 'musuh', 'party', 'pas', 'war', 'posisi', 'menang', 'tiba', 'hubung', 'ulang', 'padahal', 'make', 'kuota', 'data']",negative
Muhammad Abdul Alfaqih,benerin dulu bug nya gue afk udah 3 kali bodo,1.9.64.10601,benerin dulu bug nya gue afk udah 3 kali bodo,"['benerin', 'dulu', 'bug', 'nya', 'gue', 'afk', 'udah', '3', 'kali', 'bodo']","['benerin', 'dulu', 'bug', 'nya', 'gue', 'afk', 'udah', 'kali', 'bodo']","['rusak', 'bug', 'afk', 'bodo']","['benerin', 'dulu', 'bug', 'nya', 'gue', 'afk', 'udah', 'kali', 'bodo']","['rusak', 'dulu', 'bug', 'nya', 'aku', 'afk', 'udah', 'kali', 'bodo']",negative
Rohyati,bagus banget bos,,bagus banget bos,"['bagus', 'banget', 'bos']","['bagus', 'banget', 'bos']","['bagus', 'banget', 'bos']","['bagus', 'banget', 'bos']","['bagus', 'banget', 'bos']",positive
Greesel.,"Game yg sangat mengerikan gs.. jangn coba"" download ya adik"" soal nya klo mainnin game ini selama sebulan atau lebih, bisa membuat kita masuk rumah sakit jiwa / setress klo yang udah download game ini selebihnya habus aja gak baik buat kesehatan/mental...😈👿",,"game yg sangat mengerikan gs.. jangn coba"" download ya adik"" soal nya klo mainnin game ini selama sebulan atau lebih, bisa membuat kita masuk rumah sakit jiwa / setress klo yang udah download game ini selebihnya habus aja gak baik buat kesehatan/mental...😈👿","['game', 'yg', 'sangat', 'mengerikan', 'gs', '..', 'jangn', 'coba', ""''"", 'download', 'ya', 'adik', ""''"", 'soal', 'nya', 'klo', 'mainnin', 'game', 'ini', 'selama', 'sebulan', 'atau', 'lebih', ',', 'bisa', 'membuat', 'kita', 'masuk', 'rumah', 'sakit', 'jiwa', '/', 'setress', 'klo', 'yang', 'udah', 'download', 'game', 'ini', 'selebihnya', 'habus', 'aja', 'gak', 'baik', 'buat', 'kesehatan/mental', '...', '😈👿']","['game', 'yg', 'sangat', 'mengerikan', 'gs', 'jangn', 'coba', 'download', 'ya', 'adik', 'soal', 'nya', 'klo', 'mainnin', 'game', 'ini', 'selama', 'sebulan', 'atau', 'lebih', 'bisa', 'membuat', 'kita', 'masuk', 'rumah', 'sakit', 'jiwa', 'setress', 'klo', 'yang', 'udah', 'download', 'game', 'ini', 'selebihnya', 'habus', 'aja', 'gak', 'baik', 'buat', 'kesehatanmental']","['keri', 'gs', 'jangn', 'coba', 'adik', 'mainnin', 'lama', 'bulan', 'lebih', 'masuk', 'rumah', 'sakit', 'jiwa', 'setress', 'lebih', 'habus', 'baik', 'kesehatanmental']","['game', 'yg', 'sangat', 'keri', 'gs', 'jangn', 'coba', 'download', 'ya', 'adik', 'soal', 'nya', 'klo', 'mainnin', 'game', 'ini', 'lama', 'bulan', 'atau', 'lebih', 'bisa', 'buat', 'kita', 'masuk', 'rumah', 'sakit', 'jiwa', 'setress', 'klo', 'yang', 'udah', 'download', 'game', 'ini', 'lebih', 'habus', 'aja', 'gak', 'baik', 'buat', 'kesehatanmental']","['game', 'yang', 'sangat', 'keri', 'gs', 'jangn', 'coba', 'download', 'ya', 'adik', 'soal', 'nya', 'kalau', 'mainnin', 'game', 'ini', 'lama', 'bulan', 'atau', 'lebih', 'bisa', 'buat', 'kita', 'masuk', 'rumah', 'sakit', 'jiwa', 'setress', 'kalau', 'yang', 'udah', 'download', 'game', 'ini', 'lebih', 'habus', 'aja', 'tidak', 'baik', 'buat', 'kesehatanmental']",negative
X8_ MUHAMMAD TAUFIK,"hadeuh main game ini orang mah bikin seru malah di bikin stres ga wortit banget, apalgi moonton sengaja bet kasi tim drak sistem drak sistem melulu, di tambah lagi sinyalnya bagus malah ngelek ngelek",,"hadeuh main game ini orang mah bikin seru malah di bikin stres ga wortit banget, apalgi moonton sengaja bet kasi tim drak sistem drak sistem melulu, di tambah lagi sinyalnya bagus malah ngelek ngelek","['hadeuh', 'main', 'game', 'ini', 'orang', 'mah', 'bikin', 'seru', 'malah', 'di', 'bikin', 'stres', 'ga', 'wortit', 'banget', ',', 'apalgi', 'moonton', 'sengaja', 'bet', 'kasi', 'tim', 'drak', 'sistem', 'drak', 'sistem', 'melulu', ',', 'di', 'tambah', 'lagi', 'sinyalnya', 'bagus', 'malah', 'ngelek', 'ngelek']","['hadeuh', 'main', 'game', 'ini', 'orang', 'mah', 'bikin', 'seru', 'malah', 'di', 'bikin', 'stres', 'ga', 'wortit', 'banget', 'apalgi', 'moonton', 'sengaja', 'bet', 'kasi', 'tim', 'drak', 'sistem', 'drak', 'sistem', 'melulu', 'di', 'tambah', 'lagi', 'sinyalnya', 'bagus', 'malah', 'ngelek', 'ngelek']","['hadeuh', 'mah', 'seru', 'stres', 'wortit', 'banget', 'apalgi', 'sengaja', 'banget', 'kasi', 'gelap', 'gelap', 'melulu', 'tambah', 'sinyal', 'bagus', 'lag', 'lag']","['hadeuh', 'main', 'game', 'ini', 'orang', 'mah', 'bikin', 'seru', 'malah', 'di', 'bikin', 'stres', 'ga', 'wortit', 'banget', 'apalgi', 'moonton', 'sengaja', 'bet', 'kasi', 'tim', 'drak', 'sistem', 'drak', 'sistem', 'melulu', 'di', 'tambah', 'lagi', 'sinyal', 'bagus', 'malah', 'ngelek', 'ngelek']","['hadeuh', 'main', 'game', 'ini', 'orang', 'mah', 'bikin', 'seru', 'malah', 'di', 'bikin', 'stres', 'tidak', 'wortit', 'banget', 'apalgi', 'moonton', 'sengaja', 'banget', 'kasi', 'team', 'gelap', 'sistem', 'gelap', 'sistem', 'melulu', 'di', 'tambah', 'lagi', 'sinyal', 'bagus', 'malah', 'lag', 'lag']",negative
Ļőęņģķ_şýãh,"makin sering update jadi sering ngelag gak enak kayaknya game ini khusus orang yang kaya kaya aja kalo gak kaya mending ga usah main, kalo maksa main yaudah awas darah tinggi bubarin aja gamenya todddd🤭🤫",2.1.18.11201,"makin sering update jadi sering ngelag gak enak kayaknya game ini khusus orang yang kaya kaya aja kalo gak kaya mending ga usah main, kalo maksa main yaudah awas darah tinggi bubarin aja gamenya todddd🤭🤫","['makin', 'sering', 'update', 'jadi', 'sering', 'ngelag', 'gak', 'enak', 'kayaknya', 'game', 'ini', 'khusus', 'orang', 'yang', 'kaya', 'kaya', 'aja', 'kalo', 'gak', 'kaya', 'mending', 'ga', 'usah', 'main', ',', 'kalo', 'maksa', 'main', 'yaudah', 'awas', 'darah', 'tinggi', 'bubarin', 'aja', 'gamenya', 'todddd🤭🤫']","['makin', 'sering', 'update', 'jadi', 'sering', 'ngelag', 'gak', 'enak', 'kayaknya', 'game', 'ini', 'khusus', 'orang', 'yang', 'kaya', 'kaya', 'aja', 'kalo', 'gak', 'kaya', 'mending', 'ga', 'usah', 'main', 'kalo', 'maksa', 'main', 'yaudah', 'awas', 'darah', 'tinggi', 'bubarin', 'aja', 'gamenya', 'tod']","['makin', 'update', 'lag', 'enak', 'khusus', 'mending', 'usah', 'maksa', 'yaudah', 'awas', 'darah', 'tinggi', 'bubarin', 'tod']","['makin', 'sering', 'update', 'jadi', 'sering', 'ngelag', 'gak', 'enak', 'kayak', 'game', 'ini', 'khusus', 'orang', 'yang', 'kaya', 'kaya', 'aja', 'kalo', 'gak', 'kaya', 'mending', 'ga', 'usah', 'main', 'kalo', 'maksa', 'main', 'yaudah', 'awas', 'darah', 'tinggi', 'bubarin', 'aja', 'gamenya', 'tod']","['makin', 'sering', 'update', 'jadi', 'sering', 'lag', 'tidak', 'enak', 'seperti', 'game', 'ini', 'khusus', 'orang', 'yang', 'seperti', 'seperti', 'aja', 'kalau', 'tidak', 'seperti', 'mending', 'tidak', 'usah', 'main', 'kalau', 'maksa', 'main', 'yaudah', 'awas', 'darah', 'tinggi', 'bubarin', 'aja', 'game', 'tod']",negative
Fitri Ramadhani,"sangat seru, dan bisa cari teman / pacar 💞",2.1.18.11201,"sangat seru, dan bisa cari teman / pacar 💞","['sangat', 'seru', ',', 'dan', 'bisa', 'cari', 'teman', '/', 'pacar', '💞']","['sangat', 'seru', 'dan', 'bisa', 'cari', 'teman', 'pacar']","['seru', 'cari', 'teman', 'pacar']","['sangat', 'seru', 'dan', 'bisa', 'cari', 'teman', 'pacar']","['sangat', 'seru', 'dan', 'bisa', 'cari', 'teman', 'pacar']",positive
Supendi,seru,,seru,['seru'],['seru'],['seru'],['seru'],['seru'],positive
