userName,content,appVersion,content_clean,tokenized,filtered_tokens,stopwords_removed,stemmed_tokens,slang_replaced,label
Ronggo Warsito,ok,11.1.1.4,ok,['ok'],['ok'],['oke'],['ok'],['oke'],positive
Dewi Aini,animasi kurah hidup tpi bagus,11.1.1.4,animasi kurah hidup tpi bagus,"['animasi', 'kurah', 'hidup', 'tpi', 'bagus']","['animasi', 'kurah', 'hidup', 'tpi', 'bagus']","['animasi', 'kurah', 'hidup', 'bagus']","['animasi', 'kurah', 'hidup', 'tpi', 'bagus']","['animasi', 'kurah', 'hidup', 'tapi', 'bagus']",positive
Rendy- kun,sinyal kenapa jelek terus,11.1.1.4,sinyal kenapa jelek terus,"['sinyal', 'kenapa', 'jelek', 'terus']","['sinyal', 'kenapa', 'jelek', 'terus']","['sinyal', 'kenapa', 'jelek']","['sinyal', 'kenapa', 'jelek', 'terus']","['sinyal', 'kenapa', 'jelek', 'terus']",negative
Azkia Julia,bagus dan seru,,bagus dan seru,"['bagus', 'dan', 'seru']","['bagus', 'dan', 'seru']","['bagus', 'seru']","['bagus', 'dan', 'seru']","['bagus', 'dan', 'seru']",positive
IJAT ICA Icak,keren,11.1.1.1,keren,['keren'],['keren'],['keren'],['keren'],['keren'],positive
Dalfa,"game nya padahal di update sebelum nya normal normal aja, padahal penyimpanan masih gede banget sekitar 100 gban",11.1.1.4,"game nya padahal di update sebelum nya normal normal aja, padahal penyimpanan masih gede banget sekitar 100 gban","['game', 'nya', 'padahal', 'di', 'update', 'sebelum', 'nya', 'normal', 'normal', 'aja', ',', 'padahal', 'penyimpanan', 'masih', 'gede', 'banget', 'sekitar', '100', 'gban']","['game', 'nya', 'padahal', 'di', 'update', 'sebelum', 'nya', 'normal', 'normal', 'aja', 'padahal', 'penyimpanan', 'masih', 'gede', 'banget', 'sekitar', 'gban']","['update', 'belum', 'normal', 'normal', 'gede', 'banget', 'sekitar', 'gban']","['game', 'nya', 'padahal', 'di', 'update', 'belum', 'nya', 'normal', 'normal', 'aja', 'padahal', 'simpan', 'masih', 'gede', 'banget', 'sekitar', 'gban']","['game', 'nya', 'padahal', 'di', 'update', 'belum', 'nya', 'normal', 'normal', 'aja', 'padahal', 'simpan', 'masih', 'gede', 'banget', 'sekitar', 'gban']",negative
Heri Ardiyansyah,game nya jelek,,game nya jelek,"['game', 'nya', 'jelek']","['game', 'nya', 'jelek']",['jelek'],"['game', 'nya', 'jelek']","['game', 'nya', 'jelek']",negative
Jumari GPPK,"gamenya jadul banget terus sama kayak ML, burik lagi",,"gamenya jadul banget terus sama kayak ml, burik lagi","['gamenya', 'jadul', 'banget', 'terus', 'sama', 'kayak', 'ml', ',', 'burik', 'lagi']","['gamenya', 'jadul', 'banget', 'terus', 'sama', 'kayak', 'ml', 'burik', 'lagi']","['jadul', 'banget', 'buruk']","['gamenya', 'jadul', 'banget', 'terus', 'sama', 'kayak', 'ml', 'burik', 'lagi']","['game', 'jadul', 'banget', 'terus', 'sama', 'seperti', 'ml', 'buruk', 'lagi']",negative
Zet Zetlah,cuman hero nya di perbaiki,11.1.1.4,cuman hero nya di perbaiki,"['cuman', 'hero', 'nya', 'di', 'perbaiki']","['cuman', 'hero', 'nya', 'di', 'perbaiki']",['baik'],"['cuman', 'hero', 'nya', 'di', 'baik']","['hanya', 'hero', 'nya', 'di', 'baik']",positive
Rijal Masruri. M,game moba android terbaik,11.1.1.4,game moba android terbaik,"['game', 'moba', 'android', 'terbaik']","['game', 'moba', 'android', 'terbaik']","['android', 'baik']","['game', 'moba', 'android', 'baik']","['game', 'moba', 'android', 'baik']",positive
Rafael Agustino,sss tier moba paling niat,,sss tier moba paling niat,"['sss', 'tier', 'moba', 'paling', 'niat']","['s', 'tier', 'moba', 'paling', 'niat']","['tier', 'paling', 'niat']","['s', 'tier', 'moba', 'paling', 'niat']","['s', 'tier', 'moba', 'paling', 'niat']",neutral
Pes Eza,my little soda pop,,my little soda pop,"['my', 'little', 'soda', 'pop']","['my', 'little', 'soda', 'pop']","['my', 'little', 'soda', 'pop']","['my', 'little', 'soda', 'pop']","['my', 'little', 'soda', 'pop']",neutral
Nur Jaya,keren,11.1.1.1,keren,['keren'],['keren'],['keren'],['keren'],['keren'],positive
Ugan Suganda,"lumayan seru,cuma gue ga ngerti itemnya maka dari itu gw kasih bintang 3",10.5.1.15,"lumayan seru,cuma gue ga ngerti itemnya maka dari itu gw kasih bintang 3","['lumayan', 'seru', ',', 'cuma', 'gue', 'ga', 'ngerti', 'itemnya', 'maka', 'dari', 'itu', 'gw', 'kasih', 'bintang', '3']","['lumayan', 'seru', 'cuma', 'gue', 'ga', 'ngerti', 'itemnya', 'maka', 'dari', 'itu', 'gw', 'kasih', 'bintang']","['lumayan', 'seru', 'cuma', 'ngerti', 'item', 'maka', 'bintang']","['lumayan', 'seru', 'cuma', 'gue', 'ga', 'ngerti', 'item', 'maka', 'dari', 'itu', 'gw', 'kasih', 'bintang']","['lumayan', 'seru', 'cuma', 'aku', 'tidak', 'ngerti', 'item', 'maka', 'dari', 'itu', 'aku', 'kasih', 'bintang']",positive
stok epep 450,"Di perbaiki lagi tier atas bnyak dark systemnya, ketemu sama player asing yg anehh gameplaynya",,"di perbaiki lagi tier atas bnyak dark systemnya, ketemu sama player asing yg anehh gameplaynya","['di', 'perbaiki', 'lagi', 'tier', 'atas', 'bnyak', 'dark', 'systemnya', ',', 'ketemu', 'sama', 'player', 'asing', 'yg', 'anehh', 'gameplaynya']","['di', 'perbaiki', 'lagi', 'tier', 'atas', 'bnyak', 'dark', 'systemnya', 'ketemu', 'sama', 'player', 'asing', 'yg', 'anehh', 'gameplaynya']","['baik', 'tier', 'atas', 'bnyak', 'gelap', 'systemnya', 'ketemu', 'asing', 'anehh', 'gameplaynya']","['di', 'baik', 'lagi', 'tier', 'atas', 'bnyak', 'dark', 'systemnya', 'ketemu', 'sama', 'player', 'asing', 'yg', 'anehh', 'gameplaynya']","['di', 'baik', 'lagi', 'tier', 'atas', 'bnyak', 'gelap', 'systemnya', 'ketemu', 'sama', 'player', 'asing', 'yang', 'anehh', 'gameplaynya']",negative
Sinar Deli,"gw kecanduan banget main ini game moba satu walaupun hp kecolong, pake Samsung J7 pun jadi lah biarin yg penting kompatibel",11.1.1.4,"gw kecanduan banget main ini game moba satu walaupun hp kecolong, pake samsung j7 pun jadi lah biarin yg penting kompatibel","['gw', 'kecanduan', 'banget', 'main', 'ini', 'game', 'moba', 'satu', 'walaupun', 'hp', 'kecolong', ',', 'pake', 'samsung', 'j7', 'pun', 'jadi', 'lah', 'biarin', 'yg', 'penting', 'kompatibel']","['gw', 'kecanduan', 'banget', 'main', 'ini', 'game', 'moba', 'satu', 'walaupun', 'hp', 'kecolong', 'pake', 'samsung', 'j', 'pun', 'jadi', 'lah', 'biarin', 'yg', 'penting', 'kompatibel']","['candu', 'banget', 'satu', 'walaupun', 'colong', 'samsung', 'j', 'biarin', 'penting', 'kompatibel']","['gw', 'candu', 'banget', 'main', 'ini', 'game', 'moba', 'satu', 'walaupun', 'hp', 'colong', 'pake', 'samsung', 'j', 'pun', 'jadi', 'lah', 'biarin', 'yg', 'penting', 'kompatibel']","['aku', 'candu', 'banget', 'main', 'ini', 'game', 'moba', 'satu', 'walaupun', 'hp', 'colong', 'pakai', 'samsung', 'j', 'pun', 'jadi', 'lah', 'biarin', 'yang', 'penting', 'kompatibel']",positive
Puan maharani,bagus,,bagus,['bagus'],['bagus'],['bagus'],['bagus'],['bagus'],positive
Miru Gaming,"sistem reportnya makin jelek semenjak pake gimmick AI, ngetroll dan nyuri lane ga kena",,"sistem reportnya makin jelek semenjak pake gimmick ai, ngetroll dan nyuri lane ga kena","['sistem', 'reportnya', 'makin', 'jelek', 'semenjak', 'pake', 'gimmick', 'ai', ',', 'ngetroll', 'dan', 'nyuri', 'lane', 'ga', 'kena']","['sistem', 'reportnya', 'makin', 'jelek', 'semenjak', 'pake', 'gimmick', 'ai', 'ngetroll', 'dan', 'nyuri', 'lane', 'ga', 'kena']","['report', 'makin', 'jelek', 'semenjak', 'gimmick', 'ai', 'ngetroll', 'nyuri', 'kena']","['sistem', 'reportnya', 'makin', 'jelek', 'semenjak', 'pake', 'gimmick', 'ai', 'ngetroll', 'dan', 'nyuri', 'lane', 'ga', 'kena']","['sistem', 'report', 'makin', 'jelek', 'semenjak', 'pakai', 'gimmick', 'ai', 'ngetroll', 'dan', 'nyuri', 'lane', 'tidak', 'kena']",negative
ERIK SANTOSO,timya bloon,,timya bloon,"['timya', 'bloon']","['timya', 'bloon']","['timya', 'bloon']","['timya', 'bloon']","['timya', 'bloon']",negative
Wringinanom Aja,inimudah,,inimudah,['inimudah'],['inimudah'],['inimudah'],['inimudah'],['inimudah'],positive
Bagus Saputra,game yang sangat mengapresiasi player nya dan banyak skin gratisannya bukan skin basic atau elif bahkan legend dan epic njir laa game sebelah mana bisa paling ngasih skin nya basic doang awok2,11.1.1.4,game yang sangat mengapresiasi player nya dan banyak skin gratisannya bukan skin basic atau elif bahkan legend dan epic njir laa game sebelah mana bisa paling ngasih skin nya basic doang awok2,"['game', 'yang', 'sangat', 'mengapresiasi', 'player', 'nya', 'dan', 'banyak', 'skin', 'gratisannya', 'bukan', 'skin', 'basic', 'atau', 'elif', 'bahkan', 'legend', 'dan', 'epic', 'njir', 'laa', 'game', 'sebelah', 'mana', 'bisa', 'paling', 'ngasih', 'skin', 'nya', 'basic', 'doang', 'awok2']","['game', 'yang', 'sangat', 'mengapresiasi', 'player', 'nya', 'dan', 'banyak', 'skin', 'gratisannya', 'bukan', 'skin', 'basic', 'atau', 'elif', 'bahkan', 'legend', 'dan', 'epic', 'njir', 'laa', 'game', 'sebelah', 'mana', 'bisa', 'paling', 'ngasih', 'skin', 'nya', 'basic', 'doang', 'awok']","['apresiasi', 'banyak', 'skin', 'gratis', 'bukan', 'skin', 'basic', 'elif', 'bahkan', 'epic', 'njir', 'laa', 'mana', 'paling', 'beri', 'skin', 'basic', 'awok']","['game', 'yang', 'sangat', 'apresiasi', 'player', 'nya', 'dan', 'banyak', 'skin', 'gratis', 'bukan', 'skin', 'basic', 'atau', 'elif', 'bahkan', 'legend', 'dan', 'epic', 'njir', 'laa', 'game', 'belah', 'mana', 'bisa', 'paling', 'ngasih', 'skin', 'nya', 'basic', 'doang', 'awok']","['game', 'yang', 'sangat', 'apresiasi', 'player', 'nya', 'dan', 'banyak', 'skin', 'gratis', 'bukan', 'skin', 'basic', 'atau', 'elif', 'bahkan', 'legend', 'dan', 'epic', 'njir', 'laa', 'game', 'belah', 'mana', 'bisa', 'paling', 'beri', 'skin', 'nya', 'basic', 'hanya', 'awok']",positive
jamal Stl,"hallo dev, saya edit ulasan saya. ada sedikit keluhan yang masih membuat saya agak bingung soal matchmaking yang gak seimbang , saya menemukan sering push rank musuh lebih tinggi tiernya ketimbang tim saya, alhasil, keseringan defeat ketimbang win.. itu saja sih, semoga kedepannya pencarian pemainnya bisa seimbang dengan tier masing2, sukses trus buat tencent",10.2.1.2,"hallo dev, saya edit ulasan saya. ada sedikit keluhan yang masih membuat saya agak bingung soal matchmaking yang gak seimbang , saya menemukan sering push rank musuh lebih tinggi tiernya ketimbang tim saya, alhasil, keseringan defeat ketimbang win.. itu saja sih, semoga kedepannya pencarian pemainnya bisa seimbang dengan tier masing2, sukses trus buat tencent","['hallo', 'dev', ',', 'saya', 'edit', 'ulasan', 'saya', '.', 'ada', 'sedikit', 'keluhan', 'yang', 'masih', 'membuat', 'saya', 'agak', 'bingung', 'soal', 'matchmaking', 'yang', 'gak', 'seimbang', ',', 'saya', 'menemukan', 'sering', 'push', 'rank', 'musuh', 'lebih', 'tinggi', 'tiernya', 'ketimbang', 'tim', 'saya', ',', 'alhasil', ',', 'keseringan', 'defeat', 'ketimbang', 'win', '..', 'itu', 'saja', 'sih', ',', 'semoga', 'kedepannya', 'pencarian', 'pemainnya', 'bisa', 'seimbang', 'dengan', 'tier', 'masing2', ',', 'sukses', 'trus', 'buat', 'tencent']","['hallo', 'dev', 'saya', 'edit', 'ulasan', 'saya', 'ada', 'sedikit', 'keluhan', 'yang', 'masih', 'membuat', 'saya', 'agak', 'bingung', 'soal', 'matchmaking', 'yang', 'gak', 'seimbang', 'saya', 'menemukan', 'sering', 'push', 'rank', 'musuh', 'lebih', 'tinggi', 'tiernya', 'ketimbang', 'tim', 'saya', 'alhasil', 'keseringan', 'defeat', 'ketimbang', 'win', 'itu', 'saja', 'sih', 'semoga', 'kedepannya', 'pencarian', 'pemainnya', 'bisa', 'seimbang', 'dengan', 'tier', 'masing', 'sukses', 'trus', 'buat', 'tencent']","['hallo', 'dev', 'edit', 'ulas', 'sedikit', 'keluh', 'agak', 'bingung', 'imbang', 'push', 'musuh', 'lebih', 'tinggi', 'tiernya', 'ketimbang', 'alhasil', 'defeat', 'ketimbang', 'win', 'moga', 'cari', 'imbang', 'tier', 'masing', 'sukses']","['hallo', 'dev', 'saya', 'edit', 'ulas', 'saya', 'ada', 'sedikit', 'keluh', 'yang', 'masih', 'buat', 'saya', 'agak', 'bingung', 'soal', 'matchmaking', 'yang', 'gak', 'imbang', 'saya', 'temu', 'sering', 'push', 'rank', 'musuh', 'lebih', 'tinggi', 'tiernya', 'ketimbang', 'tim', 'saya', 'alhasil', 'sering', 'defeat', 'ketimbang', 'win', 'itu', 'saja', 'sih', 'moga', 'depan', 'cari', 'main', 'bisa', 'imbang', 'dengan', 'tier', 'masing', 'sukses', 'trus', 'buat', 'tencent']","['hallo', 'dev', 'aku', 'edit', 'ulas', 'aku', 'ada', 'sedikit', 'keluh', 'yang', 'masih', 'buat', 'aku', 'agak', 'bingung', 'soal', 'matchmaking', 'yang', 'tidak', 'imbang', 'aku', 'temu', 'sering', 'push', 'rank', 'musuh', 'lebih', 'tinggi', 'tiernya', 'ketimbang', 'team', 'aku', 'alhasil', 'sering', 'defeat', 'ketimbang', 'win', 'itu', 'saja', 'sih', 'moga', 'depan', 'cari', 'main', 'bisa', 'imbang', 'dengan', 'tier', 'masing', 'sukses', 'terus', 'buat', 'tencent']",negative
Putiah Sri,"selalu mendapatkan tim yang jelek, jarang banget dapet tim yang bagus",11.1.1.4,"selalu mendapatkan tim yang jelek, jarang banget dapet tim yang bagus","['selalu', 'mendapatkan', 'tim', 'yang', 'jelek', ',', 'jarang', 'banget', 'dapet', 'tim', 'yang', 'bagus']","['selalu', 'mendapatkan', 'tim', 'yang', 'jelek', 'jarang', 'banget', 'dapet', 'tim', 'yang', 'bagus']","['selalu', 'jelek', 'jarang', 'banget', 'bagus']","['selalu', 'dapat', 'tim', 'yang', 'jelek', 'jarang', 'banget', 'dapet', 'tim', 'yang', 'bagus']","['selalu', 'dapat', 'team', 'yang', 'jelek', 'jarang', 'banget', 'dapet', 'team', 'yang', 'bagus']",negative
Edi Abqa,niruin game ml,,niruin game ml,"['niruin', 'game', 'ml']","['niruin', 'game', 'ml']",['niruin'],"['niruin', 'game', 'ml']","['niruin', 'game', 'ml']",negative
fadli Fadliminimax1467,Good game,11.1.1.1,good game,"['good', 'game']","['good', 'game']",['good'],"['good', 'game']","['good', 'game']",positive
Abdul (Karim),"Tolong update karena versi saat ini lag banget, kayaknya semenjak adanya spriteling itu jadi tambah lag",11.1.1.4,"tolong update karena versi saat ini lag banget, kayaknya semenjak adanya spriteling itu jadi tambah lag","['tolong', 'update', 'karena', 'versi', 'saat', 'ini', 'lag', 'banget', ',', 'kayaknya', 'semenjak', 'adanya', 'spriteling', 'itu', 'jadi', 'tambah', 'lag']","['tolong', 'update', 'karena', 'versi', 'saat', 'ini', 'lag', 'banget', 'kayaknya', 'semenjak', 'adanya', 'spriteling', 'itu', 'jadi', 'tambah', 'lag']","['tolong', 'update', 'versi', 'lag', 'banget', 'semenjak', 'spriteling', 'tambah', 'lag']","['tolong', 'update', 'karena', 'versi', 'saat', 'ini', 'lag', 'banget', 'kayak', 'semenjak', 'ada', 'spriteling', 'itu', 'jadi', 'tambah', 'lag']","['tolong', 'update', 'karena', 'versi', 'saat', 'ini', 'lag', 'banget', 'seperti', 'semenjak', 'ada', 'spriteling', 'itu', 'jadi', 'tambah', 'lag']",negative
Wildan Wildan,"bagus jugaa,gw sukaa",11.1.1.4,"bagus jugaa,gw sukaa","['bagus', 'jugaa', ',', 'gw', 'sukaa']","['bagus', 'jugaa', 'gw', 'sukaa']","['bagus', 'jugaa', 'sukaa']","['bagus', 'jugaa', 'gw', 'sukaa']","['bagus', 'jugaa', 'aku', 'sukaa']",positive
Rafi Gibran,"main berhari-hari kalah terus, rank ngestack game sampah, mending balik ke ml, disini match nya nggak adil",,"main berhari-hari kalah terus, rank ngestack game sampah, mending balik ke ml, disini match nya nggak adil","['main', 'berhari-hari', 'kalah', 'terus', ',', 'rank', 'ngestack', 'game', 'sampah', ',', 'mending', 'balik', 'ke', 'ml', ',', 'disini', 'match', 'nya', 'nggak', 'adil']","['main', 'berharihari', 'kalah', 'terus', 'rank', 'ngestack', 'game', 'sampah', 'mending', 'balik', 'ke', 'ml', 'disini', 'match', 'nya', 'nggak', 'adil']","['berharihari', 'kalah', 'ngestack', 'sampah', 'mending', 'balik', 'adil']","['main', 'berharihari', 'kalah', 'terus', 'rank', 'ngestack', 'game', 'sampah', 'mending', 'balik', 'ke', 'ml', 'sini', 'match', 'nya', 'nggak', 'adil']","['main', 'berharihari', 'kalah', 'terus', 'rank', 'ngestack', 'game', 'sampah', 'mending', 'balik', 'ke', 'ml', 'sini', 'match', 'nya', 'tidak', 'adil']",negative
Lalu Sopan Sopian,game yang menarik dan luar biasa.,11.1.1.4,game yang menarik dan luar biasa.,"['game', 'yang', 'menarik', 'dan', 'luar', 'biasa', '.']","['game', 'yang', 'menarik', 'dan', 'luar', 'biasa']","['tarik', 'luar', 'biasa']","['game', 'yang', 'tarik', 'dan', 'luar', 'biasa']","['game', 'yang', 'tarik', 'dan', 'luar', 'biasa']",neutral
Rahmad_bagus Ramdhani,bag jaringan mulu mau pakai wifi atau pakai jaringan padahal jaringan bagus bagus aja kok gak nyaman buat mainnya tolong dong benerin,11.1.1.4,bag jaringan mulu mau pakai wifi atau pakai jaringan padahal jaringan bagus bagus aja kok gak nyaman buat mainnya tolong dong benerin,"['bag', 'jaringan', 'mulu', 'mau', 'pakai', 'wifi', 'atau', 'pakai', 'jaringan', 'padahal', 'jaringan', 'bagus', 'bagus', 'aja', 'kok', 'gak', 'nyaman', 'buat', 'mainnya', 'tolong', 'dong', 'benerin']","['bag', 'jaringan', 'mulu', 'mau', 'pakai', 'wifi', 'atau', 'pakai', 'jaringan', 'padahal', 'jaringan', 'bagus', 'bagus', 'aja', 'kok', 'gak', 'nyaman', 'buat', 'mainnya', 'tolong', 'dong', 'benerin']","['bag', 'wifi', 'bagus', 'bagus', 'nyaman', 'tolong', 'rusak']","['bag', 'jaring', 'mulu', 'mau', 'pakai', 'wifi', 'atau', 'pakai', 'jaring', 'padahal', 'jaring', 'bagus', 'bagus', 'aja', 'kok', 'gak', 'nyaman', 'buat', 'main', 'tolong', 'dong', 'benerin']","['bag', 'jaring', 'mulu', 'mau', 'pakai', 'wifi', 'atau', 'pakai', 'jaring', 'padahal', 'jaring', 'bagus', 'bagus', 'aja', 'kok', 'tidak', 'nyaman', 'buat', 'main', 'tolong', 'dong', 'rusak']",negative
Anis Sulistyorini,sangat seru dan tidak ngelag,,sangat seru dan tidak ngelag,"['sangat', 'seru', 'dan', 'tidak', 'ngelag']","['sangat', 'seru', 'dan', 'tidak', 'ngelag']","['seru', 'lag']","['sangat', 'seru', 'dan', 'tidak', 'ngelag']","['sangat', 'seru', 'dan', 'tidak', 'lag']",neutral
Arka Ausy,bang tepati janji mu katanya banyak skin gratis ini kok cuma di kasi 4 skin udah itu banyak yang jarak jauh udah liat iklan nya banyak skin gratis emang bajingngan😡,11.1.1.4,bang tepati janji mu katanya banyak skin gratis ini kok cuma di kasi 4 skin udah itu banyak yang jarak jauh udah liat iklan nya banyak skin gratis emang bajingngan😡,"['bang', 'tepati', 'janji', 'mu', 'katanya', 'banyak', 'skin', 'gratis', 'ini', 'kok', 'cuma', 'di', 'kasi', '4', 'skin', 'udah', 'itu', 'banyak', 'yang', 'jarak', 'jauh', 'udah', 'liat', 'iklan', 'nya', 'banyak', 'skin', 'gratis', 'emang', 'bajingngan😡']","['bang', 'tepati', 'janji', 'mu', 'katanya', 'banyak', 'skin', 'gratis', 'ini', 'kok', 'cuma', 'di', 'kasi', 'skin', 'udah', 'itu', 'banyak', 'yang', 'jarak', 'jauh', 'udah', 'liat', 'iklan', 'nya', 'banyak', 'skin', 'gratis', 'emang', 'bajingngan']","['bang', 'tepat', 'janji', 'mu', 'banyak', 'skin', 'gratis', 'cuma', 'kasi', 'skin', 'banyak', 'jarak', 'jauh', 'iklan', 'banyak', 'skin', 'gratis', 'bajingngan']","['bang', 'tepat', 'janji', 'mu', 'kata', 'banyak', 'skin', 'gratis', 'ini', 'kok', 'cuma', 'di', 'kasi', 'skin', 'udah', 'itu', 'banyak', 'yang', 'jarak', 'jauh', 'udah', 'liat', 'iklan', 'nya', 'banyak', 'skin', 'gratis', 'emang', 'bajingngan']","['bang', 'tepat', 'janji', 'mu', 'kata', 'banyak', 'skin', 'gratis', 'ini', 'kok', 'cuma', 'di', 'kasi', 'skin', 'udah', 'itu', 'banyak', 'yang', 'jarak', 'jauh', 'udah', 'liat', 'iklan', 'nya', 'banyak', 'skin', 'gratis', 'memang', 'bajingngan']",negative
Acel Dowa,mantap,11.1.1.4,mantap,['mantap'],['mantap'],['mantap'],['mantap'],['mantap'],positive
Jan Soksuci,feel dalam game ini kurang berasa sehingga saya tidak merasa enjoyble dalam bermain,,feel dalam game ini kurang berasa sehingga saya tidak merasa enjoyble dalam bermain,"['feel', 'dalam', 'game', 'ini', 'kurang', 'berasa', 'sehingga', 'saya', 'tidak', 'merasa', 'enjoyble', 'dalam', 'bermain']","['feel', 'dalam', 'game', 'ini', 'kurang', 'berasa', 'sehingga', 'saya', 'tidak', 'merasa', 'enjoyble', 'dalam', 'bermain']","['feel', 'dalam', 'kurang', 'asa', 'sehingga', 'enjoyble', 'dalam']","['feel', 'dalam', 'game', 'ini', 'kurang', 'asa', 'sehingga', 'saya', 'tidak', 'rasa', 'enjoyble', 'dalam', 'main']","['feel', 'dalam', 'game', 'ini', 'kurang', 'asa', 'sehingga', 'aku', 'tidak', 'rasa', 'enjoyble', 'dalam', 'main']",neutral
Abdan Khairi,game kurang bagus baru mau main sudah bikin hp aku patah patah padahal hp ku bagus Lo dan jaringan bagus tapi malah ngeleg terus dan patah patah gak kocak emang,,game kurang bagus baru mau main sudah bikin hp aku patah patah padahal hp ku bagus lo dan jaringan bagus tapi malah ngeleg terus dan patah patah gak kocak emang,"['game', 'kurang', 'bagus', 'baru', 'mau', 'main', 'sudah', 'bikin', 'hp', 'aku', 'patah', 'patah', 'padahal', 'hp', 'ku', 'bagus', 'lo', 'dan', 'jaringan', 'bagus', 'tapi', 'malah', 'ngeleg', 'terus', 'dan', 'patah', 'patah', 'gak', 'kocak', 'emang']","['game', 'kurang', 'bagus', 'baru', 'mau', 'main', 'sudah', 'bikin', 'hp', 'aku', 'patah', 'patah', 'padahal', 'hp', 'ku', 'bagus', 'lo', 'dan', 'jaringan', 'bagus', 'tapi', 'malah', 'ngeleg', 'terus', 'dan', 'patah', 'patah', 'gak', 'kocak', 'emang']","['kurang', 'bagus', 'baru', 'sudah', 'patah', 'patah', 'bagus', 'lo', 'bagus', 'lag', 'patah', 'patah', 'kocak']","['game', 'kurang', 'bagus', 'baru', 'mau', 'main', 'sudah', 'bikin', 'hp', 'aku', 'patah', 'patah', 'padahal', 'hp', 'ku', 'bagus', 'lo', 'dan', 'jaring', 'bagus', 'tapi', 'malah', 'ngeleg', 'terus', 'dan', 'patah', 'patah', 'gak', 'kocak', 'emang']","['game', 'kurang', 'bagus', 'baru', 'mau', 'main', 'sudah', 'bikin', 'hp', 'aku', 'patah', 'patah', 'padahal', 'hp', 'ku', 'bagus', 'lo', 'dan', 'jaring', 'bagus', 'tapi', 'malah', 'lag', 'terus', 'dan', 'patah', 'patah', 'tidak', 'kocak', 'memang']",negative
muhammad fauzan,MAIN DAPAT TIM BOOT MENANG SEKALI AJA GAK PERNAH PAYAH SISTEM MATCH GAK IMBANG 👎,11.1.1.1,main dapat tim boot menang sekali aja gak pernah payah sistem match gak imbang 👎,"['main', 'dapat', 'tim', 'boot', 'menang', 'sekali', 'aja', 'gak', 'pernah', 'payah', 'sistem', 'match', 'gak', 'imbang', '👎']","['main', 'dapat', 'tim', 'boot', 'menang', 'sekali', 'aja', 'gak', 'pernah', 'payah', 'sistem', 'match', 'gak', 'imbang']","['boot', 'menang', 'pernah', 'payah', 'imbang']","['main', 'dapat', 'tim', 'boot', 'menang', 'sekali', 'aja', 'gak', 'pernah', 'payah', 'sistem', 'match', 'gak', 'imbang']","['main', 'dapat', 'team', 'boot', 'menang', 'sekali', 'aja', 'tidak', 'pernah', 'payah', 'sistem', 'match', 'tidak', 'imbang']",negative
Attaupik Opik,ini geme yg bagus dan seru,11.1.1.4,ini geme yg bagus dan seru,"['ini', 'geme', 'yg', 'bagus', 'dan', 'seru']","['ini', 'geme', 'yg', 'bagus', 'dan', 'seru']","['bagus', 'seru']","['ini', 'geme', 'yg', 'bagus', 'dan', 'seru']","['ini', 'game', 'yang', 'bagus', 'dan', 'seru']",positive
Dexter,please make the matchmaking fairer,11.1.1.1,please make the matchmaking fairer,"['please', 'make', 'the', 'matchmaking', 'fairer']","['please', 'make', 'the', 'matchmaking', 'fairer']","['please', 'make', 'fairer']","['please', 'make', 'the', 'matchmaking', 'fairer']","['please', 'make', 'the', 'matchmaking', 'fairer']",neutral
Mjp Mjp,bagus banget mana ada mode offline!,11.1.1.4,bagus banget mana ada mode offline!,"['bagus', 'banget', 'mana', 'ada', 'mode', 'offline', '!']","['bagus', 'banget', 'mana', 'ada', 'mode', 'offline']","['bagus', 'banget', 'mana', 'offline']","['bagus', 'banget', 'mana', 'ada', 'mode', 'offline']","['bagus', 'banget', 'mana', 'ada', 'mode', 'offline']",positive
adi sanjaya,"SISTEM PENILAIAN DAN HUKUMAN YANG TIDAK MASUK AKAL,FORCE CLOSE DAN SIGNAL TOWING",11.1.1.1,"sistem penilaian dan hukuman yang tidak masuk akal,force close dan signal towing","['sistem', 'penilaian', 'dan', 'hukuman', 'yang', 'tidak', 'masuk', 'akal', ',', 'force', 'close', 'dan', 'signal', 'towing']","['sistem', 'penilaian', 'dan', 'hukuman', 'yang', 'tidak', 'masuk', 'akal', 'force', 'close', 'dan', 'signal', 'towing']","['nilai', 'hukum', 'masuk', 'akal', 'force', 'close', 'signal', 'towing']","['sistem', 'nilai', 'dan', 'hukum', 'yang', 'tidak', 'masuk', 'akal', 'force', 'close', 'dan', 'signal', 'towing']","['sistem', 'nilai', 'dan', 'hukum', 'yang', 'tidak', 'masuk', 'akal', 'force', 'close', 'dan', 'signal', 'towing']",negative
